GroupIdx	LogicType	Des
16111	0	【成就】帮会修炼-30级
16112	0	【成就】帮会修炼-35级
16113	0	【成就】帮会修炼-40级
16114	0	【成就】帮会修炼-45级
16115	0	【成就】真元修炼-20级
16116	0	【成就】真元修炼-50级
16117	0	【成就】真元修炼-80级
16118	0	【成就】真元修炼-110级
16119	0	【成就】真元修炼-25级
16120	0	【成就】任意神功1级以上
16121	0	【成就】任意神功2级以上
16122	0	【成就】任意神功3级以上
16123	0	【成就】玩家是否有帮会
16124	1	【成就】装备1件紫色装备
16125	1	【成就】装备1件橙色装备
16126	0	【成就】全身装备进阶为蓝色
16127	0	【成就】全身装备进阶为紫色
16128	0	【成就】全身装备进阶为橙色
16129	0	【成就】法宝-装备1件法宝（橙）
17001	0	商店未被摧毁且历史帮贡大于10
17002	0	商店未被摧毁且历史帮贡大于180
17003	0	商店未被摧毁且历史帮贡大于1000
17004	0	商店未被摧毁且历史帮贡大于3000
17005	0	商店未被摧毁且历史帮贡大于8000
17006	0	商店未被摧毁且历史帮贡大于17000
17007	0	商店未被摧毁且历史帮贡大于30000
17008	0	商店未被摧毁且历史帮贡大于50000
17009	0	商店未被摧毁且历史帮贡大于90000
19997	0	大本营未被摧毁
19998	0	修炼所未被摧毁
19999	0	商店未被摧毁
20000	0	是否是帮战防守方
21000	0	等级为1-10
21001	0	等级为11-20
21002	0	等级为21-30
21003	0	等级为31-40
21004	0	等级为41-50
21005	0	等级为51-60
21006	0	等级为61-70
21007	0	等级为71-80
21008	0	等级为81-90
21009	0	等级为91-100
21101	0	军需轮数为1
21102	0	军需轮数为2
21103	0	军需轮数为3
21104	0	军需轮数为4
21105	0	军需轮数为5
21201	0	等级为10-19
21202	0	等级为20-29
21203	0	等级为30-39
21204	0	等级为40-49
21205	0	等级为50-59
21206	0	等级为60-69
21207	0	等级为70-79
21208	0	等级为80-89
21209	0	等级为90-99
30001	0	等级小于等于49
30002	0	等级大于49
30100	0	等级等于59 并且满经验
30101	0	等级等于79 并且满经验
30200	1	一直通过
99999	0	等级等于59 并且满经验
