itemid	des	nameid	desid	type	subtype	level	vocation	sex	minlevel	maxlevel	maxnum	limitunm	usecount	ruleid	skillid	skilluserdata	buybackprice	buybackprice_bindgold	sellprice	sellprice_bindgold	lootresid	commoncheckgroupid	validtime	invalidtime	validtime_mode	offline_time_mode	broadcasttype0	broadcastmode0	broadcastid0	broadcastrepeat0	broadcastparam0	soundindex	icon
6996	测试绑定生活技能礼包-制造相关产出	20007002	21007002	5	0	0	63	0	1	-1	5	0	-1	5	-1	0	0	6	0	5	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
6997	测试-法宝技能书	20007002	21007002	5	0	4	63	0	1	-1	5	0	-1	5	-1	0	0	6	0	5	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
6998	测试-法宝技能书	20007002	21007002	5	0	4	63	0	1	-1	5	0	-1	5	-1	0	0	6	0	5	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
6999	测试-法宝技能书	20007002	21007002	5	0	4	63	0	1	-1	5	0	-1	5	-1	0	0	6	0	5	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7000	测试物品	40300330	40300342	4	0	1	1	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	DJ_005
7001	测试藏宝图	20007001	21007001	2	0	4	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7002	测试礼包	20007002	21007002	5	0	4	63	0	1	-1	5	0	-1	5	-1	0	0	6	0	5	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Character.shenzhu_64
7003	测试任务藏宝图	20007001	21007001	5	0	4	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	DJ_005
7004	测试采集完成的礼包	20007001	21007001	5	0	4	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	DJ_005
7005	新手礼包	20007005	21007005	2	0	3	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7006	天赋书礼包	20007006	21007006	2	0	3	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure03
7007	神祝天赋礼包	20007007	21007007	2	0	3	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure03
7008	隐侠天赋礼包	20007008	21007008	2	0	3	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure03
7009	新手-装备制造引导	20007009	21007009	2	0	3	63	0	1	-1	20	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7010	新手-进阶引导	20007010	21007010	2	0	3	63	0	1	-1	20	0	1	41	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7011	新手-食物制造引导	20007011	21007011	2	0	3	63	0	1	-1	20	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7012	新手-药品制造引导	20007012	21007012	2	0	3	63	0	1	-1	20	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7013	新手-经验丹制造引导	20007013	21007013	2	0	3	63	0	1	-1	20	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7014	一小袋金币	20007014	21007014	2	0	2	63	0	-1	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7021	测试绿色进阶材料包	20007005	21007005	2	0	2	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7022	测试蓝色进阶材料包	20007005	21007005	2	0	3	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7024	测试五行丹材料包	20007005	21007005	2	0	3	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7025	测试殇刀1级装备礼包	20007025	21007025	2	0	3	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8066	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7026	测试殇刀15级装备礼包	20007026	21007026	2	0	3	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8070	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7027	测试殇刀30级装备礼包	20007027	21007027	2	0	3	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8070	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7028	测试殇刀40级装备礼包	20007028	21007028	2	0	3	63	0	1	-1	1	0	1	5	-1	0	0	0	0	-1	105	8070	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7032	答题任务20级礼包	20007032	21007032	2	0	3	63	0	20	-1	99	0	1	16	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7033	答题任务30级礼包	20007033	21007033	2	0	3	63	0	30	-1	99	0	1	16	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7034	答题任务40级礼包	20007034	21007034	2	0	3	63	0	40	-1	99	0	1	16	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7035	答题任务50级礼包	20007035	21007035	2	0	3	63	0	50	-1	99	0	1	16	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7036	答题任务60级礼包	20007036	21007036	2	0	3	63	0	60	-1	99	0	1	16	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7051	10级新手礼包	20007051	21007051	2	0	3	63	0	10	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7052	20级新手礼包	20007052	21007052	2	0	3	63	0	20	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7053	30级新手礼包	20007053	21007053	2	0	3	63	0	30	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8068	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7054	40级新手礼包	20007054	21007054	2	0	3	63	0	40	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7055	50级新手礼包	20007055	21007055	2	0	3	63	0	50	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7056	60级新手礼包	20007056	21007055	2	0	3	63	0	60	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8066	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7057	70级新手礼包	20007057	21007055	2	0	3	63	0	70	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7058	80级新手礼包	20007058	21007055	2	0	3	63	0	80	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7059	90级新手礼包	20007059	21007055	2	0	3	63	0	90	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7060	100级新手礼包	20007060	21007055	2	0	3	63	0	100	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8066	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7070	低级法宝技能书礼包	20007070	21007070	2	0	2	63	0	1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7071	中级法宝技能书礼包	20007071	21007071	2	0	3	63	0	1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7072	神兽碎片礼包	20007072	21007072	2	0	3	63	0	1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7101	20级古董	20007101	21007101	7	0	3	63	0	-1	-1	99	0	-1	21	-1	0	0	2001	0	2000	105	-1	-1	-1	-1	0	-1	2	0	0	0	0	Item/Sundries.Antique01
7102	30级古董	20007102	21007102	7	0	3	63	0	-1	-1	99	0	-1	21	-1	0	0	3501	0	3500	105	-1	-1	-1	-1	0	1	2	0	0	0	0	Item/Sundries.Antique02
7103	40级古董	20007103	21007103	7	0	3	63	0	-1	-1	99	0	-1	21	-1	0	0	4501	0	4500	105	-1	-1	-1	-1	0	-1	2	0	0	0	0	Item/Sundries.Antique03
7104	50级古董	20007104	21007104	7	0	3	63	0	-1	-1	99	0	-1	21	-1	0	0	6001	0	6000	105	-1	-1	-1	-1	0	-1	2	0	0	0	0	Item/Sundries.Antique09
7105	60级古董	20007105	21007105	7	0	3	63	0	-1	-1	99	0	-1	21	-1	0	0	7001	0	7000	105	-1	-1	-1	-1	0	-1	2	0	0	0	0	Item/Sundries.Antique05
7106	70级古董	20007106	21007106	7	0	3	63	0	-1	-1	99	0	-1	21	-1	0	0	8501	0	8500	105	-1	-1	-1	-1	0	-1	2	0	0	0	0	Item/Sundries.Antique12
7107	80级古董	20007107	21007107	7	0	3	63	0	-1	-1	99	0	-1	21	-1	0	0	10001	0	10000	105	-1	-1	-1	-1	0	-1	2	0	0	0	0	Item/Sundries.Antique11
7108	不放出	20007108	21007108	7	0	2	63	0	-1	-1	99	0	-1	5	-1	0	0	501	0	500	105	-1	-1	-1	-1	0	-1	0	0	0	0	0	Item/Sundries.CurioB05
7109	不放出	20007109	21007109	7	0	2	63	0	-1	-1	99	0	-1	5	-1	0	0	3	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.DecAsisDS_15
7110	东海奇物(1-19级)	20007110	21007110	7	0	2	63	0	-1	-1	99	0	-1	21	-1	0	0	35	0	34	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.CurioB01
7111	巨木平原奇物(20-29级)	20007111	21007111	7	0	2	63	0	-1	-1	99	0	-1	21	-1	0	0	109	0	108	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.CurioB02
7112	平阳沼泽奇物(30-39级)	20007112	21007112	7	0	2	63	0	-1	-1	99	0	-1	21	-1	0	0	160	0	159	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.CurioB04
7113	流沙迷宫奇物(40-49级)	20007113	21007113	7	0	2	63	0	-1	-1	99	0	-1	21	-1	0	0	214	0	213	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.CurioB03
7114	太湖奇物(50-59级)	20007114	21007114	7	0	2	63	0	-1	-1	99	0	-1	21	-1	0	0	271	0	270	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.CurioB06
7115	沙漠山洞奇物(60-69级)	20007115	21007115	7	0	2	63	0	-1	-1	99	0	-1	21	-1	0	0	330	0	329	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.CurioB05
7116	(废弃)沙漠奇物B	20007116	21007116	7	0	2	63	0	-1	-1	99	0	-1	10	-1	0	0	4778	0	4777	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.CurioB07
7117	30级宝藏奖励-大袋钱币	20007117	21007117	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.moneybag03
7118	运营需求-维护1小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7119	运营需求-维护2小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7120	运营需求-维护3小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7121	运营需求-维护4小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7122	运营需求-维护5小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7123	运营需求-维护6小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7124	运营需求-维护7小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7125	运营需求-维护8小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7126	运营需求-维护9小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7127	运营需求-维护10小时补偿礼包	20007118	21007118	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
7128	日常任务-1金-需要4牌子	20007128	21007128	2	0	2	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.moneybag01
7129	日常任务-2金-7牌子	20007129	21007129	2	0	2	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.moneybag01
7130	日常任务-3金-10牌子	20007130	21007130	2	0	3	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.moneybag02
7131	日常任务-4金-13牌子	20007131	21007131	2	0	3	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.moneybag02
7132	日常任务-5金-16牌子	20007132	21007132	2	0	4	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.moneybag03
7133	日常任务-10金-30牌子	20007133	21007133	2	0	4	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.moneybag03
7134	签到-2日	20007134	21007134	2	0	2	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-1
7135	签到-7日	20007135	21007135	2	0	2	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7136	签到-14日	20007136	21007136	2	0	3	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7137	签到-21日	20007137	21007137	2	0	3	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
7138	签到-30日	20007138	21007138	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	0	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7139	签到-6日（废弃）	20007139	21007139	2	0	4	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7140	签到-7日（废弃）	20007140	21007140	2	0	4	63	0	1	-1	1	0	1	6	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7141	金书10	20007141	21007141	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	1	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7142	水书10	20007142	21007142	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	1	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7143	土书10	20007143	21007143	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	1	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7151	雪啸虎局部礼包	20007151	21007151	2	0	2	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-1
7152	龙马局部礼包	20007152	21007152	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7153	熊王局部礼包	20007153	21007153	2	0	4	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7154	1级内丹礼包	20007154	21007154	2	0	6	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7155	1金	20007155	21007155	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7156	PCU礼包1	20007156	21007156	2	0	2	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7157	PCU礼包2	20007157	21007157	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7158	PCU礼包3	20007158	21007158	2	0	4	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7159	成就-绿色神功礼包	20007159	21007159	2	0	2	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7160	通用-五行进阶丹礼包	20007160	21007160	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7161	困难东海海战第3个条件掉落	20007161	21007161	2	0	3	63	0	-1	-1	99	0	-1	34	-1	0	0	-1	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7162	困难天吴营地第3个条件掉落	20007162	21007162	2	0	3	63	0	-1	-1	99	0	-1	34	-1	0	0	-1	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7163	困难大战凤尾楼第3个条件掉落	20007163	21007163	2	0	3	63	0	-1	-1	99	0	-1	34	-1	0	0	-1	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7164	困难无尘阁第3个条件掉落	20007164	21007164	2	0	3	63	0	-1	-1	99	0	-1	34	-1	0	0	-1	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7171	装备进阶图纸礼包	20007171	21007171	2	0	5	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-5
7172	防具进阶图纸礼包	20007172	21007172	2	0	6	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
7181	巨鳞木山洞饰品	20007181	21007181	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7182	朝阳谷南营饰品	20007182	21007182	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7183	日华城地宫饰品	20007183	21007183	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7184	炎石洞饰品	20007184	21007184	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7185	矽藻潭饰品	20007185	21007185	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7186	凤尾楼饰品	20007186	21007186	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7187	黄土封印饰品	20007187	21007187	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7188	胡杨营地饰品	20007188	21007188	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7189	流沙迷宫饰品	20007189	21007189	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7190	飞瀑洞饰品	20007190	21007190	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7191	灵隐台饰品	20007191	21007191	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7192	无尘阁饰品	20007192	21007192	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	105	8061	-1	0	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
7201	测试藏宝图	20007201	21007201	2	0	2	63	0	1	-1	1	0	1	16	-1	0	0	0	0	0	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7210	(7210-8999藏宝图专用)30级未鉴定的藏宝图	20007210	21007210	3	0	2	63	0	1	-1	99	0	1	5	-1	0	0	0	0	0	104	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure02
7211	30级东海藏宝图1-绿色	20007211	21007211	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7212	30级东海藏宝图2-绿色	20007212	21007212	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7213	30级东海藏宝图3-绿色	20007213	21007213	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7214	30级东海藏宝图4-绿色	20007214	21007214	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7215	30级东海藏宝图5-绿色	20007215	21007215	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7216	30级东海藏宝图6-绿色	20007216	21007216	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7217	30级东海藏宝图7-绿色	20007217	21007217	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7218	30级东海藏宝图8-绿色	20007218	21007218	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7219	30级东海藏宝图9-绿色	20007219	21007219	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7220	30级东海藏宝图10-绿色	20007220	21007220	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7221	30级东海藏宝图11-绿色	20007221	21007221	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7222	30级东海藏宝图12-绿色	20007222	21007222	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7223	30级东海藏宝图13-绿色	20007223	21007223	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7224	30级东海藏宝图14-绿色	20007224	21007224	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7225	30级东海藏宝图15-绿色	20007225	21007225	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7226	30级东海藏宝图16-绿色	20007226	21007226	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7227	30级东海藏宝图17-绿色	20007227	21007227	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7228	30级东海藏宝图18-绿色	20007228	21007228	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
7229	30级东海藏宝图19-绿色	20007229	21007229	3	0	2	63	0	1	-1	1	0	-1	16	-1	0	0	0	0	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.Treasure04
