GroupIdx	ID	Des	ConditionName	ParamString	CmpType	SuccResult	FailResult	IsNot	FailTip
1228	13	1667130	SDCheckQuestAccepted	1647127	0	0	0	0	0
1228	14	1670145	SDCheckQuestAccepted	1657136	0	0	0	0	0
1228	15	1673112	SDCheckQuestAccepted	1667127	0	0	0	0	0
1228	16	1677145	SDCheckQuestAccepted	1677142	0	0	0	0	0
1229	0	1620128	SDCheckQuestAccepted	1620128	0	0	0	0	0
1229	1	1623110	SDCheckQuestAccepted	1640128	0	0	0	0	0
1229	2	1627128	SDCheckQuestAccepted	1630137	0	0	0	0	0
1229	3	1640131	SDCheckQuestAccepted	1623110	0	0	0	0	0
1229	4	1643110	SDCheckQuestAccepted	1643107	0	0	0	0	0
1229	5	1647131	SDCheckQuestAccepted	1633110	0	0	0	0	0
1229	6	1630137	SDCheckQuestAccepted	1627128	0	0	0	0	0
1229	7	1633113	SDCheckQuestAccepted	1647128	0	0	0	0	0
1229	8	1637137	SDCheckQuestAccepted	1637137	0	0	0	0	0
1230	0	1620129	SDCheckQuestAccepted	1620129	0	0	0	0	0
1230	1	1623111	SDCheckQuestAccepted	1640129	0	0	0	0	0
1230	2	1627129	SDCheckQuestAccepted	1630138	0	0	0	0	0
1230	3	1640132	SDCheckQuestAccepted	1623111	0	0	0	0	0
1230	4	1643111	SDCheckQuestAccepted	1643108	0	0	0	0	0
1230	5	1647132	SDCheckQuestAccepted	1633111	0	0	0	0	0
1230	6	1630138	SDCheckQuestAccepted	1627129	0	0	0	0	0
1230	7	1633114	SDCheckQuestAccepted	1647129	0	0	0	0	0
1230	8	1637135	SDCheckQuestAccepted	1637138	0	0	0	0	0
1231	0	1620130	SDCheckQuestAccepted	1620130	0	0	0	0	0
1231	1	1623112	SDCheckQuestAccepted	1640130	0	0	0	0	0
1231	2	1627130	SDCheckQuestAccepted	1630139	0	0	0	0	0
1231	3	1640133	SDCheckQuestAccepted	1623112	0	0	0	0	0
1231	4	1643112	SDCheckQuestAccepted	1643109	0	0	0	0	0
1231	5	1647133	SDCheckQuestAccepted	1633112	0	0	0	0	0
1231	6	1630139	SDCheckQuestAccepted	1627130	0	0	0	0	0
1231	7	1633115	SDCheckQuestAccepted	1647130	0	0	0	0	0
1231	8	1637139	SDCheckQuestAccepted	1637139	0	0	0	0	0
1232	0	1620131	SDCheckQuestAccepted	1620131	0	0	0	0	0
1232	1	1623113	SDCheckQuestAccepted	1640131	0	0	0	0	0
1232	2	1627131	SDCheckQuestAccepted	1650137	0	0	0	0	0
1232	3	1640134	SDCheckQuestAccepted	1660128	0	0	0	0	0
1232	4	1643113	SDCheckQuestAccepted	1670143	0	0	0	0	0
1232	5	1647134	SDCheckQuestAccepted	1623113	0	0	0	0	0
1232	6	1650140	SDCheckQuestAccepted	1643110	0	0	0	0	0
1232	7	1653113	SDCheckQuestAccepted	1653110	0	0	0	0	0
1232	8	1657140	SDCheckQuestAccepted	1663107	0	0	0	0	0
1232	9	1660131	SDCheckQuestAccepted	1673110	0	0	0	0	0
1232	10	1663110	SDCheckQuestAccepted	1627131	0	0	0	0	0
1232	11	1667131	SDCheckQuestAccepted	1647131	0	0	0	0	0
1232	12	1670146	SDCheckQuestAccepted	1657137	0	0	0	0	0
1232	13	1673113	SDCheckQuestAccepted	1667128	0	0	0	0	0
1232	14	1677146	SDCheckQuestAccepted	1677143	0	0	0	0	0
1233	0	1620132	SDCheckQuestAccepted	1620132	0	0	0	0	0
1233	1	1623114	SDCheckQuestAccepted	1640132	0	0	0	0	0
1233	2	1627132	SDCheckQuestAccepted	1650138	0	0	0	0	0
1233	3	1640135	SDCheckQuestAccepted	1660129	0	0	0	0	0
1233	4	1643114	SDCheckQuestAccepted	1670144	0	0	0	0	0
1233	5	1647135	SDCheckQuestAccepted	1623114	0	0	0	0	0
1233	6	1650141	SDCheckQuestAccepted	1643111	0	0	0	0	0
1233	7	1653114	SDCheckQuestAccepted	1653111	0	0	0	0	0
1233	8	1657141	SDCheckQuestAccepted	1663108	0	0	0	0	0
1233	9	1660132	SDCheckQuestAccepted	1673111	0	0	0	0	0
1233	10	1663111	SDCheckQuestAccepted	1627132	0	0	0	0	0
1233	11	1667132	SDCheckQuestAccepted	1647132	0	0	0	0	0
1233	12	1670147	SDCheckQuestAccepted	1657138	0	0	0	0	0
1233	13	1673114	SDCheckQuestAccepted	1667129	0	0	0	0	0
1233	14	1677147	SDCheckQuestAccepted	1677144	0	0	0	0	0
1234	0	1620133	SDCheckQuestAccepted	1620133	0	0	0	0	0
1234	1	1623115	SDCheckQuestAccepted	1640133	0	0	0	0	0
1234	2	1627133	SDCheckQuestAccepted	1650139	0	0	0	0	0
1234	3	1640136	SDCheckQuestAccepted	1660130	0	0	0	0	0
1234	4	1643115	SDCheckQuestAccepted	1670145	0	0	0	0	0
1234	5	1647136	SDCheckQuestAccepted	1623115	0	0	0	0	0
1234	6	1650142	SDCheckQuestAccepted	1643112	0	0	0	0	0
1234	7	1653115	SDCheckQuestAccepted	1653112	0	0	0	0	0
1234	8	1657142	SDCheckQuestAccepted	1663109	0	0	0	0	0
1234	9	1660133	SDCheckQuestAccepted	1673112	0	0	0	0	0
1234	10	1663112	SDCheckQuestAccepted	1627133	0	0	0	0	0
1234	11	1667133	SDCheckQuestAccepted	1647133	0	0	0	0	0
1234	12	1670148	SDCheckQuestAccepted	1657139	0	0	0	0	0
1234	13	1673115	SDCheckQuestAccepted	1667130	0	0	0	0	0
1234	14	1677148	SDCheckQuestAccepted	1677145	0	0	0	0	0
1235	0	1620122	SDCheckQuestAccepted	1620122	0	0	0	0	0
1235	1	1623104	SDCheckQuestAccepted	1630131	0	0	0	0	0
1235	2	1627122	SDCheckQuestAccepted	1640134	0	0	0	0	0
1235	3	1630131	SDCheckQuestAccepted	1650140	0	0	0	0	0
1235	4	1633107	SDCheckQuestAccepted	1660131	0	0	0	0	0
1235	5	1637131	SDCheckQuestAccepted	1670146	0	0	0	0	0
1235	6	1640122	SDCheckQuestAccepted	1623104	0	0	0	0	0
1235	7	1643101	SDCheckQuestAccepted	1633104	0	0	0	0	0
1235	8	1647122	SDCheckQuestAccepted	1643113	0	0	0	0	0
1235	9	1650131	SDCheckQuestAccepted	1653113	0	0	0	0	0
1235	10	1653104	SDCheckQuestAccepted	1663110	0	0	0	0	0
1235	11	1657131	SDCheckQuestAccepted	1673113	0	0	0	0	0
1235	12	1660125	SDCheckQuestAccepted	1627122	0	0	0	0	0
1235	13	1663104	SDCheckQuestAccepted	1637131	0	0	0	0	0
1235	14	1667125	SDCheckQuestAccepted	1647134	0	0	0	0	0
1235	15	1670137	SDCheckQuestAccepted	1657140	0	0	0	0	0
1235	16	1673101	SDCheckQuestAccepted	1667131	0	0	0	0	0
1235	17	1677137	SDCheckQuestAccepted	1677146	0	0	0	0	0
1236	0	1620123	SDCheckQuestAccepted	1620123	0	0	0	0	0
1236	1	1623105	SDCheckQuestAccepted	1630132	0	0	0	0	0
1236	2	1627123	SDCheckQuestAccepted	1640135	0	0	0	0	0
1236	3	1630132	SDCheckQuestAccepted	1650141	0	0	0	0	0
1236	4	1633108	SDCheckQuestAccepted	1660132	0	0	0	0	0
1236	5	1637132	SDCheckQuestAccepted	1670147	0	0	0	0	0
1236	6	1640123	SDCheckQuestAccepted	1623105	0	0	0	0	0
1236	7	1643102	SDCheckQuestAccepted	1633105	0	0	0	0	0
1236	8	1647123	SDCheckQuestAccepted	1643114	0	0	0	0	0
1236	9	1650132	SDCheckQuestAccepted	1653114	0	0	0	0	0
1236	10	1653105	SDCheckQuestAccepted	1663111	0	0	0	0	0
1236	11	1657132	SDCheckQuestAccepted	1673114	0	0	0	0	0
1236	12	1660126	SDCheckQuestAccepted	1627123	0	0	0	0	0
1236	13	1663105	SDCheckQuestAccepted	1637132	0	0	0	0	0
1236	14	1667126	SDCheckQuestAccepted	1647135	0	0	0	0	0
1236	15	1670138	SDCheckQuestAccepted	1657141	0	0	0	0	0
1236	16	1673102	SDCheckQuestAccepted	1667132	0	0	0	0	0
1236	17	1677138	SDCheckQuestAccepted	1677147	0	0	0	0	0
1237	0	1620124	SDCheckQuestAccepted	1620124	0	0	0	0	0
1237	1	1623106	SDCheckQuestAccepted	1630133	0	0	0	0	0
1237	2	1627124	SDCheckQuestAccepted	1640136	0	0	0	0	0
1237	3	1630133	SDCheckQuestAccepted	1650142	0	0	0	0	0
1237	4	1633109	SDCheckQuestAccepted	1660133	0	0	0	0	0
1237	5	1637133	SDCheckQuestAccepted	1670148	0	0	0	0	0
1237	6	1640124	SDCheckQuestAccepted	1623106	0	0	0	0	0
1237	7	1643103	SDCheckQuestAccepted	1633106	0	0	0	0	0
1237	8	1647124	SDCheckQuestAccepted	1643115	0	0	0	0	0
1237	9	1650133	SDCheckQuestAccepted	1653115	0	0	0	0	0
1237	10	1653106	SDCheckQuestAccepted	1663112	0	0	0	0	0
1237	11	1657133	SDCheckQuestAccepted	1673115	0	0	0	0	0
1237	12	1660127	SDCheckQuestAccepted	1627124	0	0	0	0	0
1237	13	1663106	SDCheckQuestAccepted	1637133	0	0	0	0	0
1237	14	1667127	SDCheckQuestAccepted	1647136	0	0	0	0	0
1237	15	1670139	SDCheckQuestAccepted	1657142	0	0	0	0	0
1237	16	1673103	SDCheckQuestAccepted	1667133	0	0	0	0	0
1237	17	1677139	SDCheckQuestAccepted	1677148	0	0	0	0	0
1270	0	1620134	SDCheckQuestAccepted	1620134	0	0	0	0	0
1270	1	1623116	SDCheckQuestAccepted	1623116	0	0	0	0	0
1270	2	1627134	SDCheckQuestAccepted	1627134	0	0	0	0	0
1270	3	1640137	SDCheckQuestAccepted	1640137	0	0	0	0	0
1270	4	1643116	SDCheckQuestAccepted	1643116	0	0	0	0	0
1270	5	1647137	SDCheckQuestAccepted	1647137	0	0	0	0	0
1270	6	1650143	SDCheckQuestAccepted	1650143	0	0	0	0	0
1270	7	1653116	SDCheckQuestAccepted	1653116	0	0	0	0	0
1270	8	1657143	SDCheckQuestAccepted	1657143	0	0	0	0	0
1270	9	1657143	SDCheckQuestAccepted	1670149	0	0	0	0	0
1270	10	1657143	SDCheckQuestAccepted	1673116	0	0	0	0	0
1270	11	1657143	SDCheckQuestAccepted	1677149	0	0	0	0	0
1270	12	1660134	SDCheckQuestAccepted	1660134	0	0	0	0	0
1270	13	1663113	SDCheckQuestAccepted	1663113	0	0	0	0	0
1270	14	1667134	SDCheckQuestAccepted	1667134	0	0	0	0	0
1270	50	1667134	SDCheckQuestGroupAccepted	730504,830201	0	0	0	0	0
1271	0	1620135	SDCheckQuestAccepted	1620135	0	0	0	0	0
1271	1	1623117	SDCheckQuestAccepted	1623117	0	0	0	0	0
1271	2	1627135	SDCheckQuestAccepted	1627135	0	0	0	0	0
1271	3	1630140	SDCheckQuestAccepted	1630140	0	0	0	0	0
1271	4	1633116	SDCheckQuestAccepted	1633113	0	0	0	0	0
1271	5	1637140	SDCheckQuestAccepted	1637140	0	0	0	0	0
1271	6	1650144	SDCheckQuestAccepted	1650144	0	0	0	0	0
1271	7	1653117	SDCheckQuestAccepted	1653117	0	0	0	0	0
1271	8	1657144	SDCheckQuestAccepted	1657144	0	0	0	0	0
1271	9	1670150	SDCheckQuestAccepted	1670150	0	0	0	0	0
1271	10	1673117	SDCheckQuestAccepted	1673117	0	0	0	0	0
1271	11	1677150	SDCheckQuestAccepted	1677150	0	0	0	0	0
1271	12	1660135	SDCheckQuestAccepted	1660135	0	0	0	0	0
1271	13	1663114	SDCheckQuestAccepted	1663114	0	0	0	0	0
1271	14	1667135	SDCheckQuestAccepted	1667135	0	0	0	0	0
1271	50	1667134	SDCheckQuestGroupAccepted	730504,830202	0	0	0	0	0
1272	0	1620136	SDCheckQuestAccepted	1620136	0	0	0	0	0
1272	1	1623118	SDCheckQuestAccepted	1623118	0	0	0	0	0
1272	2	1627136	SDCheckQuestAccepted	1627136	0	0	0	0	0
1272	3	1640138	SDCheckQuestAccepted	1640138	0	0	0	0	0
1272	4	1643117	SDCheckQuestAccepted	1643117	0	0	0	0	0
1272	5	1647138	SDCheckQuestAccepted	1647138	0	0	0	0	0
1272	6	1650145	SDCheckQuestAccepted	1650145	0	0	0	0	0
1272	7	1653118	SDCheckQuestAccepted	1653118	0	0	0	0	0
1272	8	1657145	SDCheckQuestAccepted	1657145	0	0	0	0	0
1272	9	1670151	SDCheckQuestAccepted	1670151	0	0	0	0	0
1272	10	1673118	SDCheckQuestAccepted	1673118	0	0	0	0	0
1272	11	1677151	SDCheckQuestAccepted	1677151	0	0	0	0	0
1272	50	1667134	SDCheckQuestGroupAccepted	730504,830203	0	0	0	0	0
1273	0	1630141	SDCheckQuestAccepted	1630141	0	0	0	0	0
1273	1	1633117	SDCheckQuestAccepted	1633114	0	0	0	0	0
1273	2	1637141	SDCheckQuestAccepted	1637141	0	0	0	0	0
1273	3	1640139	SDCheckQuestAccepted	1640139	0	0	0	0	0
1273	4	1643118	SDCheckQuestAccepted	1643118	0	0	0	0	0
1273	5	1647139	SDCheckQuestAccepted	1647139	0	0	0	0	0
1273	6	1660136	SDCheckQuestAccepted	1660136	0	0	0	0	0
1273	7	1663115	SDCheckQuestAccepted	1663115	0	0	0	0	0
1273	8	1667136	SDCheckQuestAccepted	1667136	0	0	0	0	0
1273	9	1670152	SDCheckQuestAccepted	1670152	0	0	0	0	0
1273	10	1673119	SDCheckQuestAccepted	1673119	0	0	0	0	0
1273	11	1677152	SDCheckQuestAccepted	1677152	0	0	0	0	0
1273	50	1667134	SDCheckQuestGroupAccepted	730504,830204	0	0	0	0	0
1274	0	1620137	SDCheckQuestAccepted	1620137	0	0	0	0	0
1274	1	1623119	SDCheckQuestAccepted	1623119	0	0	0	0	0
1274	2	1627137	SDCheckQuestAccepted	1627137	0	0	0	0	0
1274	3	1630142	SDCheckQuestAccepted	1630142	0	0	0	0	0
1274	4	1633118	SDCheckQuestAccepted	1633115	0	0	0	0	0
1274	5	1637142	SDCheckQuestAccepted	1637142	0	0	0	0	0
1274	6	1650146	SDCheckQuestAccepted	1650146	0	0	0	0	0
1274	7	1653119	SDCheckQuestAccepted	1653119	0	0	0	0	0
1274	8	1657146	SDCheckQuestAccepted	1657146	0	0	0	0	0
1274	9	1660137	SDCheckQuestAccepted	1660137	0	0	0	0	0
1274	10	1663116	SDCheckQuestAccepted	1663116	0	0	0	0	0
1274	11	1667137	SDCheckQuestAccepted	1667137	0	0	0	0	0
1274	12	1670153	SDCheckQuestAccepted	1670153	0	0	0	0	0
1274	13	1673120	SDCheckQuestAccepted	1673120	0	0	0	0	0
1274	14	1677153	SDCheckQuestAccepted	1677153	0	0	0	0	0
1274	50	1667134	SDCheckQuestGroupAccepted	730504,830205	0	0	0	0	0
1275	0	1640140	SDCheckQuestAccepted	1640140	0	0	0	0	0
1275	1	1643119	SDCheckQuestAccepted	1643119	0	0	0	0	0
1275	2	1647140	SDCheckQuestAccepted	1647140	0	0	0	0	0
1275	3	1650147	SDCheckQuestAccepted	1650147	0	0	0	0	0
1275	4	1653120	SDCheckQuestAccepted	1653120	0	0	0	0	0
1275	5	1657147	SDCheckQuestAccepted	1657147	0	0	0	0	0
1275	6	1670154	SDCheckQuestAccepted	1670154	0	0	0	0	0
1275	7	1673121	SDCheckQuestAccepted	1673121	0	0	0	0	0
1275	8	1677154	SDCheckQuestAccepted	1677154	0	0	0	0	0
1275	50	1667134	SDCheckQuestGroupAccepted	730504,830206	0	0	0	0	0
1276	0	1630143	SDCheckQuestAccepted	1630143	0	0	0	0	0
1276	1	1633119	SDCheckQuestAccepted	1633116	0	0	0	0	0
1276	2	1637143	SDCheckQuestAccepted	1637143	0	0	0	0	0
1276	3	1660138	SDCheckQuestAccepted	1660138	0	0	0	0	0
1276	4	1663117	SDCheckQuestAccepted	1663117	0	0	0	0	0
1276	5	1667138	SDCheckQuestAccepted	1667138	0	0	0	0	0
1276	6	1670155	SDCheckQuestAccepted	1670155	0	0	0	0	0
1276	7	1673122	SDCheckQuestAccepted	1673122	0	0	0	0	0
1276	8	1677155	SDCheckQuestAccepted	1677155	0	0	0	0	0
1276	50	1667134	SDCheckQuestGroupAccepted	730504,830207	0	0	0	0	0
1290	0	1614101	SDCheckQuestAccepted	1614101	0	0	0	0	0
1290	1	1624101	SDCheckQuestAccepted	1624101	0	0	0	0	0
1290	2	1634101	SDCheckQuestAccepted	1634101	0	0	0	0	0
1290	3	1644101	SDCheckQuestAccepted	1644101	0	0	0	0	0
1290	4	1654101	SDCheckQuestAccepted	1654101	0	0	0	0	0
1290	5	1664101	SDCheckQuestAccepted	1664101	0	0	0	0	0
1290	6	1674101	SDCheckQuestAccepted	1674101	0	0	0	0	0
1290	10	1674101	SDCheckQuestAccepted	780511	0	0	0	0	0
1291	0	1614103	SDCheckQuestAccepted	1614102	0	0	0	0	0
1291	1	1624102	SDCheckQuestAccepted	1624102	0	0	0	0	0
1291	2	1634102	SDCheckQuestAccepted	1634102	0	0	0	0	0
1291	3	1644102	SDCheckQuestAccepted	1644102	0	0	0	0	0
1291	4	1654102	SDCheckQuestAccepted	1654102	0	0	0	0	0
1291	5	1664102	SDCheckQuestAccepted	1664102	0	0	0	0	0
1291	6	1674102	SDCheckQuestAccepted	1674102	0	0	0	0	0
1291	10	1674101	SDCheckQuestAccepted	780512	0	0	0	0	0
1292	0	1624103	SDCheckQuestAccepted	1624103	0	0	0	0	0
1292	1	1634103	SDCheckQuestAccepted	1634103	0	0	0	0	0
1292	2	1644103	SDCheckQuestAccepted	1644103	0	0	0	0	0
1292	3	1654103	SDCheckQuestAccepted	1654103	0	0	0	0	0
1292	4	1664103	SDCheckQuestAccepted	1664103	0	0	0	0	0
1292	5	1674103	SDCheckQuestAccepted	1674103	0	0	0	0	0
1292	10	1674101	SDCheckQuestAccepted	780513	0	0	0	0	0
1293	0	1624104	SDCheckQuestAccepted	1624104	0	0	0	0	0
1293	1	1634104	SDCheckQuestAccepted	1634104	0	0	0	0	0
1293	2	1644104	SDCheckQuestAccepted	1644104	0	0	0	0	0
1293	3	1654104	SDCheckQuestAccepted	1654104	0	0	0	0	0
1293	4	1664104	SDCheckQuestAccepted	1664104	0	0	0	0	0
1293	5	1674104	SDCheckQuestAccepted	1674104	0	0	0	0	0
1293	10	1674101	SDCheckQuestAccepted	780514	0	0	0	0	0
1294	0	1614102	SDCheckQuestAccepted	1614103	0	0	0	0	0
1294	1	1624105	SDCheckQuestAccepted	1624105	0	0	0	0	0
1294	2	1634105	SDCheckQuestAccepted	1634105	0	0	0	0	0
1294	3	1644105	SDCheckQuestAccepted	1644105	0	0	0	0	0
1294	4	1654105	SDCheckQuestAccepted	1654105	0	0	0	0	0
1294	5	1664105	SDCheckQuestAccepted	1664105	0	0	0	0	0
1294	6	1674105	SDCheckQuestAccepted	1674105	0	0	0	0	0
1294	10	1674101	SDCheckQuestAccepted	780515	0	0	0	0	0
1295	0	1614104	SDCheckQuestAccepted	1614104	0	0	0	0	0
1295	1	1624106	SDCheckQuestAccepted	1624106	0	0	0	0	0
1295	2	1634106	SDCheckQuestAccepted	1634106	0	0	0	0	0
1295	3	1644106	SDCheckQuestAccepted	1644106	0	0	0	0	0
1295	4	1654106	SDCheckQuestAccepted	1654106	0	0	0	0	0
1295	5	1664106	SDCheckQuestAccepted	1664106	0	0	0	0	0
1295	6	1674106	SDCheckQuestAccepted	1674106	0	0	0	0	0
1295	10	1674101	SDCheckQuestAccepted	780516	0	0	0	0	0
1296	0	1624107	SDCheckQuestAccepted	1624107	0	0	0	0	0
1296	1	1634107	SDCheckQuestAccepted	1634107	0	0	0	0	0
1296	2	1644107	SDCheckQuestAccepted	1644107	0	0	0	0	0
1296	3	1654107	SDCheckQuestAccepted	1654107	0	0	0	0	0
1296	4	1664107	SDCheckQuestAccepted	1664107	0	0	0	0	0
1296	5	1674107	SDCheckQuestAccepted	1674107	0	0	0	0	0
1296	10	1674101	SDCheckQuestAccepted	780517	0	0	0	0	0
1297	0	1624108	SDCheckQuestAccepted	1624108	0	0	0	0	0
1297	1	1634108	SDCheckQuestAccepted	1634108	0	0	0	0	0
1297	2	1644108	SDCheckQuestAccepted	1644108	0	0	0	0	0
1297	3	1654108	SDCheckQuestAccepted	1654108	0	0	0	0	0
1297	4	1664108	SDCheckQuestAccepted	1664108	0	0	0	0	0
1297	5	1674108	SDCheckQuestAccepted	1674108	0	0	0	0	0
1297	10	1674101	SDCheckQuestAccepted	780518	0	0	0	0	0
1300	1		SDCheckQuestAccepted	500101	0	0	0	0	0
1300	2		SDCheckQuestAccepted	500102	0	0	0	0	0
1300	3		SDCheckQuestAccepted	500103	0	0	0	0	0
1300	4		SDCheckQuestAccepted	500104	0	0	0	0	0
1300	5		SDCheckQuestAccepted	500105	0	0	0	0	0
1300	6		SDCheckQuestAccepted	500106	0	0	0	0	0
1301	1		SDCheckQuestAccepted	500107	0	0	0	0	0
1301	2		SDCheckQuestAccepted	500108	0	0	0	0	0
1301	3		SDCheckQuestAccepted	500109	0	0	0	0	0
1301	4		SDCheckQuestAccepted	500110	0	0	0	0	0
1301	5		SDCheckQuestAccepted	500111	0	0	0	0	0
1301	6		SDCheckQuestAccepted	500112	0	0	0	0	0
1302	1		SDCheckQuestAccepted	500113	0	0	0	0	0
1302	2		SDCheckQuestAccepted	500114	0	0	0	0	0
1302	3		SDCheckQuestAccepted	500115	0	0	0	0	0
1302	4		SDCheckQuestAccepted	500116	0	0	0	0	0
1302	5		SDCheckQuestAccepted	500117	0	0	0	0	0
1302	6		SDCheckQuestAccepted	500118	0	0	0	0	0
1304	0		SDCondition	1305	0	0	0	0	0
1304	1		SDCondition	1306	0	0	0	0	0
1304	2		SDCondition	1307	0	0	0	0	0
1304	3		SDCondition	1308	0	0	0	0	0
1304	4		SDCondition	1309	0	0	0	0	0
1304	5		SDCondition	1310	0	0	0	0	0
1304	6		SDCondition	1311	0	0	0	0	0
1304	7		SDCondition	1312	0	0	0	0	0
1304	8		SDCondition	1313	0	0	0	0	0
1304	9		SDCondition	1314	0	0	0	0	0
1304	10		SDCondition	1315	0	0	0	0	0
1304	11		SDCondition	1316	0	0	0	0	0
1304	12		SDCondition	1317	0	0	0	0	0
1304	13		SDCondition	1318	0	0	0	0	0
1304	14		SDCondition	1319	0	0	0	0	0
1304	15		SDCondition	1320	0	0	0	0	0
1304	16		SDCondition	1321	0	0	0	0	0
1304	17		SDCondition	1322	0	0	0	0	0
1305	0		SDCheckQuestAccepted	500101	0	0	0	0	0
1305	1		SDCheckBuffID	10033	0	0	0	0	0
1306	0		SDCheckQuestAccepted	500102	0	0	0	0	0
1306	1		SDCheckBuffID	10033	0	0	0	0	0
1307	0		SDCheckQuestAccepted	500103	0	0	0	0	0
1307	1		SDCheckBuffID	10033	0	0	0	0	0
1308	0		SDCheckQuestAccepted	500104	0	0	0	0	0
1308	1		SDCheckBuffID	10033	0	0	0	0	0
1309	0		SDCheckQuestAccepted	500105	0	0	0	0	0
1309	1		SDCheckBuffID	10033	0	0	0	0	0
1310	0		SDCheckQuestAccepted	500106	0	0	0	0	0
1310	1		SDCheckBuffID	10033	0	0	0	0	0
1311	0		SDCheckQuestAccepted	500107	0	0	0	0	0
1311	1		SDCheckBuffID	10033	0	0	0	0	0
1312	0		SDCheckQuestAccepted	500108	0	0	0	0	0
1312	1		SDCheckBuffID	10033	0	0	0	0	0
1313	0		SDCheckQuestAccepted	500109	0	0	0	0	0
1313	1		SDCheckBuffID	10033	0	0	0	0	0
1314	0		SDCheckQuestAccepted	500110	0	0	0	0	0
1314	1		SDCheckBuffID	10033	0	0	0	0	0
1315	0		SDCheckQuestAccepted	500111	0	0	0	0	0
1315	1		SDCheckBuffID	10033	0	0	0	0	0
1316	0		SDCheckQuestAccepted	500112	0	0	0	0	0
1316	1		SDCheckBuffID	10033	0	0	0	0	0
1317	0		SDCheckQuestAccepted	500113	0	0	0	0	0
1317	1		SDCheckBuffID	10033	0	0	0	0	0
1318	0		SDCheckQuestAccepted	500114	0	0	0	0	0
1318	1		SDCheckBuffID	10033	0	0	0	0	0
1319	0		SDCheckQuestAccepted	500115	0	0	0	0	0
1319	1		SDCheckBuffID	10033	0	0	0	0	0
1320	0		SDCheckQuestAccepted	500116	0	0	0	0	0
1320	1		SDCheckBuffID	10033	0	0	0	0	0
1321	0		SDCheckQuestAccepted	500117	0	0	0	0	0
1321	1		SDCheckBuffID	10033	0	0	0	0	0
1322	0		SDCheckQuestAccepted	500118	0	0	0	0	0
1322	1		SDCheckBuffID	10033	0	0	0	0	0
1323	0		SDCheckQuestAccepted	500001	0	0	0	0	0
1323	1		SDCheckQuestAccepted	500002	0	0	0	0	0
1323	2		SDCheckQuestAccepted	500003	0	0	0	0	0
1323	3		SDCheckQuestAccepted	500004	0	0	0	0	0
1323	4		SDCheckQuestAccepted	500005	0	0	0	0	0
1323	5		SDCheckQuestAccepted	500006	0	0	0	0	0
1323	6		SDCheckQuestAccepted	500007	0	0	0	0	0
1323	7		SDCheckQuestAccepted	500008	0	0	0	0	0
1323	8		SDCheckQuestAccepted	500009	0	0	0	0	0
1323	9		SDCheckQuestAccepted	500010	0	0	0	0	0
1323	10		SDCheckQuestAccepted	500011	0	0	0	0	0
1323	11		SDCheckQuestAccepted	500012	0	0	0	0	0
1323	12		SDCheckQuestAccepted	500013	0	0	0	0	0
1323	13		SDCheckQuestAccepted	500014	0	0	0	0	0
1323	14		SDCheckQuestAccepted	500015	0	0	0	0	0
1323	15		SDCheckQuestAccepted	500016	0	0	0	0	0
1323	16		SDCheckQuestAccepted	500017	0	0	0	0	0
1323	17		SDCheckQuestAccepted	500018	0	0	0	0	0
1330	0		SDCheckBuffID	10046	0	0	0	0	0
1400	0		SDCheckVIP	0	4	0	0	0	40210000
1401	0		SDCheckVIP	1	4	0	0	0	40210001
1402	0		SDCheckVIP	2	4	0	0	0	40210002
1403	0		SDCheckVIP	3	4	0	0	0	40210003
1404	0		SDCheckVIP	4	4	0	0	0	40210004
1405	0		SDCheckVIP	5	4	0	0	0	40210005
1406	0		SDCheckVIP	6	4	0	0	0	40210006
1407	0		SDCheckVIP	7	4	0	0	0	40210007
1408	0		SDCheckVIP	8	4	0	0	0	40210008
1409	0		SDCheckVIP	9	4	0	0	0	40210009
1410	0		SDCheckVIP	10	4	0	0	0	40210010
1411	0		SDCheckVIP	11	4	0	0	0	40210011
1412	0		SDCheckVIP	12	4	0	0	0	40210012
1413	0		SDCheckVIP	13	4	0	0	0	40210013
1414	0		SDCheckVIP	14	4	0	0	0	40210014
1415	0		SDCheckVIP	15	4	0	0	0	40210015
1420	0		SDCondition	1400	0	0	0	0	0
1420	1		SDCondition	1401	0	0	0	0	0
1420	2		SDCondition	1402	0	0	0	0	0
1420	3		SDCondition	1403	0	0	0	0	0
1421	0		SDCondition	1404	0	0	0	0	0
1421	1		SDCondition	1405	0	0	0	0	0
1421	2		SDCondition	1406	0	0	0	0	0
1421	3		SDCondition	1407	0	0	0	0	0
1421	4		SDCondition	1408	0	0	0	0	0
1421	5		SDCondition	1409	0	0	0	0	0
1421	6		SDCondition	1410	0	0	0	0	0
1421	7		SDCondition	1411	0	0	0	0	0
1421	8		SDCondition	1412	0	0	0	0	0
1421	9		SDCondition	1413	0	0	0	0	0
1421	10		SDCondition	1414	0	0	0	0	0
1421	11		SDCondition	1415	0	0	0	0	0
1430	0		SDCondition	1400	0	0	0	0	0
1430	1		SDCondition	1401	0	0	0	0	0
1430	2		SDCondition	1402	0	0	0	0	0
1430	3		SDCondition	1403	0	0	0	0	0
1430	4		SDCondition	1404	0	0	0	0	0
1431	0		SDCondition	1405	0	0	0	0	0
1431	1		SDCondition	1406	0	0	0	0	0
1432	0		SDCondition	1407	0	0	0	0	0
1432	1		SDCondition	1408	0	0	0	0	0
