SkillID	SkillNameID	MSV_SrcCheck	MSV_TarCheck	MSV_SkillType	MSV_SkillAttr	MSV_BaseSkillID	MSV_TriggerType	MSV_TriggerCheck	MSV_TriggerNotify	MSV_TriggerDataID	MSV_TriggerValue	MSV_TriggerProbability	MSV_SpellLogic	MSV_SpellParam1	MSV_SpellParam2	MSV_SpellParam3	MSV_CastType	MSV_TarType	MSV_Range	MSV_SlipDis	MSV_DodgeTime	MSV_LockTime	MSV_LastTime	MSV_CDGroup	MSV_CDTime	MSV_CostType1	MSV_CostValue1	MSV_CostType2	MSV_CostValue2	MSV_LauncherLogic	MSV_LauncherParam1	MSV_LauncherParam2	MSV_LauncherParam3	MSV_ProjectileLogic	MSV_ProjectileTime	MSV_ProjectileSpeed	MSV_ProjectileEffectTime	MSV_ProjectileEffectCount	MSV_ProjectileParam1	MSV_ProjectileParam2	MSV_ProjectileParam3	MSV_ProjectileEffectID	MSV_ProjectileDieEffectID	MSV_ProjectileTimeOutEffectID	MSV_ProjectileFly1EffectID	MSV_ProjectileFly2EffectID	MSV_AreaLogic	MSV_AreaTarCheck	MSV_AreaFilter	MSV_AreaTarCnt	MSV_AreaParam1	MSV_AreaParam2	MSV_AreaParam3	MSV_EffectDelayTime	MSV_EffectTime	MSV_EffectCount	MSV_EffectType	MSV_EffectLogic	MSV_EffectParam1	MSV_EffectParam2	MSV_EffectParam3	MSV_EffectCalculation	MSV_EffectTransform	MSV_EffectBeatBack	MSV_BeaBackSrcCond	MSV_BeatBackTarCond	MSV_BeatBackType	MSV_BeatBackDir	MSV_BeatBackOffsetDis	MSV_BeatBackFixedDis	MSV_BeatBackMoveTime	MSV_BeatBackLifeTime	MSV_SkillDis	MSV_SkillMoveDir	MSV_SkillMoveStartTime	MSV_SkillMoveEndTime	MSV_AnimID	MSV_WeaponID	MSV_CombatPerformanceID	MSV_CombatPerformanceTimes	MSV_EndureLevel	MSV_CombatWarningID
30005	530005	0	0	2	4352	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	5	0	500	500	1900	30005	0	0	0	0	0	2	-1	-1	-1	0	1000	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	1	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	8	0	0	0	100104	1006	0	1	0	0
40000	540000	0	0	2	0	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	500	1100	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	100	1	1	1	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	0	1	0	0
60001	560001	0	0	2	4	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	8	0	0	500	500	60001	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5	100	0	0	0	200	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100203	0	-1	0	0	0
60002	560002	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	2	0	400	700	60002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	3	1	30	10	0	200	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100101	51	1001	1	1	0
60003	560003	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	500	667	60003	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	400	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110201	0	102003	1	2	0
60004	560004	102	0	12	0	0	3	2	0	15106	0	1000	30001	-1	-1	-1	0	1	0	0	0	500	667	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	400	1	1024	4	60004	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
60005	560002	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	2150	2150	60005	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	4	120	0	1000	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5001	0	0	1	1	0
60006	560002	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	4150	4150	60006	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	4	120	0	1500	2	1	1	0	100	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5002	0	0	1	1	0
60007	560002	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	50	0	0	2270	2270	60007	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	1100	1	1	1	0	150	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5003	0	0	1	1	0
60010	560010	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	900	900	60010	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5011	0	0	1	1	0
60011	560011	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	1100	1100	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5014	0	0	1	1	0
60012	560012	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	2800	2800	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	100	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5015	0	0	1	1	0
60013	560013	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	2	0	1000	1000	60013	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	900	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	8	0	0	900	5012	0	0	1	1	0
60014	560014	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	2300	2300	60014	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	600	3	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5016	0	0	1	1	0
60015	560015	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	6	0	0	1500	1500	60015	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	6	60	0	700	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5101	0	0	1	1	0
60016	560016	102	0	2	655360	0	0	0	0	0	0	0	10004	8	5	0	0	8	15	0	0	1334	1334	60016	0	0	0	0	0	2	0	1	0	1	1334	80	400	4	4	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5102	0	0	1	1	0
60017	560017	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	8	0	0	1633	1633	60017	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	8	90	0	333	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5103	0	0	1	1	0
60018	560018	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	500	500	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5014	0	0	1	1	0
60019	560019	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	1500	1500	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5015	0	0	1	1	0
60020	560020	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	12	0	0	4000	4000	60020	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	0	12	4	0	500	6	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5106	0	0	1	1	0
60021	560021	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	12	0	0	4000	4000	60021	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	12	90	500	500	5	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5107	0	0	1	1	0
60022	560022	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	8	0	0	2000	2000	60022	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	8	90	0	900	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5108	0	0	1	1	0
60023	560023	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	8	0	0	2000	2000	60023	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	8	90	0	900	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5109	0	0	1	1	0
60024	560024	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	4	0	0	1500	1500	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5015	0	0	1	1	0
60025	560015	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	6	0	0	1667	1667	60025	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	4	0	6	60	0	715	1	1	1	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5110	0	0	1	1	0
60026	560016	102	0	2	655360	0	0	0	0	0	0	0	10004	8	5	0	0	8	15	0	0	1334	1334	60026	0	0	0	0	0	2	0	0	0	1	1334	80	400	4	4	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	50	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	5111	0	0	1	1	0
70000	570000	0	0	2	512	0	0	0	0	0	0	0	10001	-1	-1	-1	-1	1	5	0	0	300	300	-1	0	0	0	0	0	2	0	0	0	3	5000	0	1000	5	0	0	0	7006	0	0	0	0	2	6	0	4	50	0	0	0	0	0	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
70001	570001	0	0	2	512	0	0	0	0	0	0	0	10001	-1	-1	-1	-1	1	10	0	0	300	300	-1	0	0	0	0	0	2	0	0	0	3	3600000	0	300	5	0	0	0	0	0	0	0	0	5	6	0	4	-20	20	100	0	0	0	1	1	0	0	0	126	0	1	0	0	0	1	2	0	500	500	0	0	0	0	0	0	-1	0	0	0
15600	515600	0	0	4	0	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	256	4	15600	1	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
15601	515601	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	1200	1867	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	200	80	0	1000	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110701	16	1001006	3	1	0
15610	515610	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	20	0	0	1500	2067	15610	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	200	80	0	1000	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110702	16	1001006	1	1	0
15611	515611	102	0	8	0	15610	1	2050	1	15610	0	1000	30001	-1	-1	-1	0	2	10	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	100	80	0	1000	1	17	1	0	0	0	126	0	1	0	0	0	1	5	0	1000	500	0	0	0	0	0	16	0	3	1	0
15620	515620	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	20	0	0	1500	2067	15620	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	200	80	0	300	1	1	6	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110703	16	1001006	1	1	0
15621	515621	0	0	12	0	15620	1	2050	1	15620	0	1000	30001	-1	-1	-1	0	2	20	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	200	80	0	300	1	1024	4	15621	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
15630	515630	102	0	2	2097408	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	10	0	0	2200	2767	15630	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1500	1	1	3	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110704	16	1001006	0	10	0
15640	515640	102	0	2	589824	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	500	1000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	10	100	30	0	250	1	1	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110701	0	1001006	3	1	0
94900	505001	0	0	4	0	0	0	0	0	0	0	0	20003	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	512	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
94901	505002	102	0	2	655360	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	2	0	400	700	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	3	1	30	60	0	200	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100101	17	1001	1	1	0
94902	505003	102	0	2	655360	94901	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	2	0	500	800	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	3	1	30	60	0	200	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100102	17	1002	1	1	0
94903	505004	102	0	2	655360	94901	0	0	0	0	0	0	10001	-1	-1	-1	0	8	3	2	0	700	1000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	3	1	30	60	0	200	1	1	1	0	0	0	126	0	1	0	0	0	0	0	0	0	0	0	0	0	0	100103	17	1003	1	1	0
94904	505006	102	0	2	528640	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	0	0	0	500	1900	94904	0	0	0	0	0	2	0	0	0	1	900	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	1	1024	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100104	17	-1	0	2	0
94905	505007	0	0	12	0	0	11	2050	4	94904	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	50	0	0	0	0	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3	0	0
94906	505008	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	0	0	0	500	1100	94906	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	200	1	512	4	5008	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	-1	0	2	0
94907	505009	102	0	2	2097152	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	0	0	0	500	967	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	200	1	512	4	5010	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100106	0	-1	0	10	0
94908	505011	102	0	2	2097153	94907	0	0	0	0	0	0	10005	1000	3	100107	2	1	0	0	0	500	967	94908	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	512	3	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100106	0	-1	0	10	0
94909	505012	0	0	12	0	0	1	2050	1	94904	0	1000	30001	-1	-1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	200	1	512	4	5009	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
94910	505013	0	0	28	0	0	3	1052673	1	0	0	1000	30001	0	0	0	0	2	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1024	4	5014	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
94911	505014	102	0	2	524288	0	0	0	0	0	0	0	10001	0	0	0	0	1	10	0	0	1233	1533	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	100	0	0	0	300	1	512	4	5015	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100108	17	1004	1	3	0
104900	0	102	0	2	590848	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	400	700	-1	0	0	0	0	0	2	24	0	0	5	1000	80	0	0	0	0	0	2012	2013	0	6007	0	1	6	0	0	0	0	0	0	200	5	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100201	13	-1	1	2	0
104910	0	102	0	2	529408	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	800	1000	104910	0	0	0	0	0	2	26	0	40	4	200	20	0	0	5	0	0	4006	2009	2009	6001	0	1	6	0	0	0	0	0	0	300	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100302	13	1005203	1	2	0
104911	0	0	0	12	0	0	11	2048	8	104910	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	2	30008	0	0	4	200	30	0	0	25	0	0	4006	2009	2009	6001	0	2	6	0	3	50	0	45	0	0	3	0	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005203	1	2	0
104920	0	102	0	2	525312	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	1200	1300	104920	0	0	0	0	0	2	100016	0	0	4	200	20	0	0	5	0	0	4006	2010	2010	6007	0	1	6	0	0	0	0	0	0	300	4	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100302	13	1005203	1	2	0
104930	0	102	0	2	525312	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	1000	3010	104930	0	0	0	0	0	2	30008	0	0	4	200	20	0	0	5	0	0	4007	2011	2010	6007	0	1	6	0	0	0	0	0	0	300	7	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	10003	13	1005203	1	2	0
105000	0	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	600	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	410	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110101	7	1001012	1	1	0
105001	0	102	0	2	524544	105000	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	567	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	300	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110102	7	1001012	1	1	0
105002	0	102	0	2	524544	105000	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	750	1000	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	600	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.3	1	0	0	110103	7	1001012	2	1	0
105010	0	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	600	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	410	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110101	7	1001012	1	1	0
105011	0	102	0	2	524544	105010	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	567	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	300	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110102	7	1001012	1	1	0
105012	0	102	0	2	524544	105010	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	1500	1933	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	600	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.3	1	0	0	110103	7	1001012	2	1	0
105020	0	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	2067	2067	105020	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	200	10	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	10002	0	1001012	1	2	0
105021	0	102	0	12	0	0	3	2	0	105020	0	1000	30001	-1	-1	-1	0	1	0	0	0	1680	1680	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	200	10	1024	4	15106	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
105030	0	102	0	2	528384	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	1000	10000	105030	0	0	0	0	0	2	10008	0	0	4	200	20	0	0	5	0	0	4006	2009	2009	6001	0	1	6	0	0	0	0	0	0	400	20	0	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	10001	13	1001012	1	2	0
105031	0	0	0	12	0	0	11	2048	8	105030	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	2	100016	0	0	4	200	15	0	0	40	0	0	4006	2009	2009	6001	0	2	6	0	3	50	0	45	0	0	4	0	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1001012	1	2	0
105110	0	102	0	2	524289	0	0	0	0	0	0	0	10002	1013	2000	-1	0	2	20	0	0	0	2000	105110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	17	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100204	9	1001012	1	2	0
105120	0	102	0	2	524289	0	0	0	0	0	0	0	10002	1013	2000	-1	0	2	20	0	0	0	2000	105120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	17	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100204	9	1001012	1	2	0
105130	0	102	0	2	524289	0	0	0	0	0	0	0	10001	0	0	-1	0	2	20	0	0	0	2000	105130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2000	1	17	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100204	9	1001012	1	2	0
105200	0	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	600	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	410	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110101	7	1001012	1	1	0
105201	0	102	0	2	524544	105200	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	300	567	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	300	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.1	0	0	0	110102	7	1001012	1	1	0
105202	0	102	0	2	524544	105200	0	0	0	0	0	0	10001	-1	-1	-1	0	3	20	0	0	750	1000	-1	0	0	0	0	0	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	600	1	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0.3	1	0	0	110103	7	1001012	2	1	0
105210	0	102	0	2	524288	0	0	0	0	0	0	0	10001	-1	-1	-1	0	8	0	0	0	300	667	105210	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	1	150	50	0	200	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110107	7	101004	1	2	0
105211	0	102	0	2	524289	105210	0	0	0	0	0	0	10005	500	4	1023	2	8	0	0	0	300	667	105211	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	1	150	80	0	200	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	110106	7	101004	1	2	0
105220	0	102	0	2	524544	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	20	0	0	2067	2067	105220	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	200	10	17	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	10002	0	1001012	1	2	0
