itemid	reqlevel	suitid	exattrgroupid	attributegroupid	colorindex	modelid	modelid_F	durabilitymax	lingqi	speedpercent	fixtemplateid
110003	30	-1	-1	10003	0	24	-1	-1	0	1	0
110004	40	-1	-1	10004	0	27	-1	-1	0	1	0
110005	50	-1	-1	10005	0	70	-1	-1	0	1	0
110006	59	-1	-1	10006	0	74	-1	-1	0	1	0
110007	70	-1	-1	10007	0	311	-1	-1	0	1	0
110008	80	-1	-1	10008	0	74	-1	-1	0	1	0
110021	1	-1	-1	10021	0	-1	-1	-1	0	1	0
110022	15	2	-1	10022	0	-1	-1	-1	0	1	0
110023	30	3	-1	10023	0	-1	-1	-1	0	1	0
110024	40	4	-1	10024	0	-1	-1	-1	0	1	0
110025	50	5	-1	10025	0	-1	-1	-1	0	1	0
110026	59	6	-1	10026	0	-1	-1	-1	0	1	0
110027	70	7	-1	10027	0	-1	-1	-1	0	1	0
110028	80	8	-1	10028	0	-1	-1	-1	0	1	0
110041	1	-1	-1	10041	0	-1	-1	-1	0	1	0
110042	15	2	-1	10042	0	-1	-1	-1	0	1	0
110043	30	3	-1	10043	0	-1	-1	-1	0	1	0
110044	40	4	-1	10044	0	-1	-1	-1	0	1	0
110045	50	5	-1	10045	0	-1	-1	-1	0	1	0
110046	59	6	-1	10046	0	-1	-1	-1	0	1	0
110047	70	7	-1	10047	0	-1	-1	-1	0	1	0
110048	80	8	-1	10048	0	-1	-1	-1	0	1	0
110061	1	-1	-1	10061	0	-1	-1	-1	0	1	0
110062	15	2	-1	10062	0	-1	-1	-1	0	1	0
110063	30	3	-1	10063	0	-1	-1	-1	0	1	0
110064	40	4	-1	10064	0	-1	-1	-1	0	1	0
110065	50	5	-1	10065	0	-1	-1	-1	0	1	0
110066	59	6	-1	10066	0	-1	-1	-1	0	1	0
110067	70	7	-1	10067	0	-1	-1	-1	0	1	0
110068	80	8	-1	10068	0	-1	-1	-1	0	1	0
110081	1	-1	-1	10081	0	-1	-1	-1	0	1	0
110082	15	2	-1	10082	0	-1	-1	-1	0	1	0
110083	30	3	-1	10083	0	-1	-1	-1	0	1	0
110084	40	4	-1	10084	0	-1	-1	-1	0	1	0
110085	50	5	-1	10085	0	-1	-1	-1	0	1	0
110086	59	6	-1	10086	0	-1	-1	-1	0	1	0
110087	70	7	-1	10087	0	-1	-1	-1	0	1	0
110088	80	8	-1	10088	0	-1	-1	-1	0	1	0
110101	1	-1	-1	10101	0	-1	-1	-1	0	1	0
110102	15	2	-1	10102	0	-1	-1	-1	0	1	0
110103	30	3	-1	10103	0	-1	-1	-1	0	1	0
110104	40	4	-1	10104	0	-1	-1	-1	0	1	0
110105	50	5	-1	10105	0	-1	-1	-1	0	1	0
110106	59	6	-1	10106	0	-1	-1	-1	0	1	0
110107	70	7	-1	10107	0	-1	-1	-1	0	1	0
110108	80	8	-1	10108	0	-1	-1	-1	0	1	0
110121	1	-1	10007	10121	0	-1	-1	-1	0	1	0
110122	15	12	10047	10122	0	-1	-1	-1	0	1	0
110123	30	13	10087	10123	0	-1	-1	-1	0	1	0
110124	40	14	10127	10124	0	-1	-1	-1	0	1	0
110125	40	-1	-1	10125	0	-1	-1	-1	0	1	0
110126	50	-1	-1	10126	0	-1	-1	-1	0	1	0
110127	60	-1	-1	10127	0	-1	-1	-1	0	1	0
110141	1	-1	10008	10141	0	-1	-1	-1	0	1	0
110142	15	12	10048	10142	0	-1	-1	-1	0	1	0
110143	30	13	10088	10143	0	-1	-1	-1	0	1	0
110144	40	14	10128	10144	0	-1	-1	-1	0	1	0
110145	40	-1	-1	10145	0	-1	-1	-1	0	1	0
110146	50	-1	-1	10146	0	-1	-1	-1	0	1	0
110147	60	-1	-1	10147	0	-1	-1	-1	0	1	0
110161	1	-1	10009	10161	0	-1	-1	-1	0	1	0
110162	15	12	10049	10162	0	-1	-1	-1	0	1	0
110163	30	13	10089	10163	0	-1	-1	-1	0	1	0
110164	40	14	10129	10164	0	-1	-1	-1	0	1	0
110165	40	-1	-1	10165	0	-1	-1	-1	0	1	0
110166	50	-1	-1	10166	0	-1	-1	-1	0	1	0
110167	60	-1	-1	10167	0	-1	-1	-1	0	1	0
110181	1	-1	10010	10181	0	-1	-1	-1	0	1	0
110182	15	12	10050	10182	0	-1	-1	-1	0	1	0
110183	30	13	10090	10183	0	-1	-1	-1	0	1	0
110184	40	14	10130	10184	0	-1	-1	-1	0	1	0
110185	40	-1	-1	10185	0	-1	-1	-1	0	1	0
110186	50	-1	-1	10186	0	-1	-1	-1	0	1	0
110187	60	-1	-1	10187	0	-1	-1	-1	0	1	0
110201	1	-1	-1	10001	0	31	31	-1	0	1	0
110202	15	-1	-1	10002	0	32	32	-1	0	1	0
110203	30	-1	-1	10003	0	34	34	-1	0	1	0
110204	40	-1	-1	10004	0	37	37	-1	0	1	0
110205	50	-1	-1	10005	0	79	79	-1	0	1	0
110206	59	-1	-1	10006	0	83	83	-1	0	1	0
110207	70	-1	-1	10007	0	321	321	-1	0	1	0
110208	80	-1	-1	10008	0	83	83	-1	0	1	0
110221	1	-1	-1	10021	0	-1	-1	-1	0	1	0
110222	15	102	-1	10022	0	-1	-1	-1	0	1	0
110223	30	103	-1	10023	0	-1	-1	-1	0	1	0
110224	40	104	-1	10024	0	-1	-1	-1	0	1	0
110225	50	105	-1	10025	0	-1	-1	-1	0	1	0
110226	59	106	-1	10026	0	-1	-1	-1	0	1	0
110227	70	107	-1	10027	0	-1	-1	-1	0	1	0
110228	80	108	-1	10028	0	-1	-1	-1	0	1	0
110241	1	-1	-1	10041	0	-1	-1	-1	0	1	0
110242	15	102	-1	10042	0	-1	-1	-1	0	1	0
110243	30	103	-1	10043	0	-1	-1	-1	0	1	0
110244	40	104	-1	10044	0	-1	-1	-1	0	1	0
110245	50	105	-1	10045	0	-1	-1	-1	0	1	0
110246	59	106	-1	10046	0	-1	-1	-1	0	1	0
110247	70	107	-1	10047	0	-1	-1	-1	0	1	0
110248	80	108	-1	10048	0	-1	-1	-1	0	1	0
110261	1	-1	-1	10061	0	-1	-1	-1	0	1	0
110262	15	102	-1	10062	0	-1	-1	-1	0	1	0
110263	30	103	-1	10063	0	-1	-1	-1	0	1	0
110264	40	104	-1	10064	0	-1	-1	-1	0	1	0
110265	50	105	-1	10065	0	-1	-1	-1	0	1	0
110266	59	106	-1	10066	0	-1	-1	-1	0	1	0
110267	70	107	-1	10067	0	-1	-1	-1	0	1	0
110268	80	108	-1	10068	0	-1	-1	-1	0	1	0
110281	1	-1	-1	10081	0	-1	-1	-1	0	1	0
110282	15	102	-1	10082	0	-1	-1	-1	0	1	0
110283	30	103	-1	10083	0	-1	-1	-1	0	1	0
110284	40	104	-1	10084	0	-1	-1	-1	0	1	0
110285	50	105	-1	10085	0	-1	-1	-1	0	1	0
110286	59	106	-1	10086	0	-1	-1	-1	0	1	0
110287	70	107	-1	10087	0	-1	-1	-1	0	1	0
110288	80	108	-1	10088	0	-1	-1	-1	0	1	0
110301	1	-1	-1	10101	0	-1	-1	-1	0	1	0
110302	15	102	-1	10102	0	-1	-1	-1	0	1	0
110303	30	103	-1	10103	0	-1	-1	-1	0	1	0
110304	40	104	-1	10104	0	-1	-1	-1	0	1	0
110305	50	105	-1	10105	0	-1	-1	-1	0	1	0
110306	59	106	-1	10106	0	-1	-1	-1	0	1	0
110307	70	107	-1	10107	0	-1	-1	-1	0	1	0
110308	80	108	-1	10108	0	-1	-1	-1	0	1	0
110321	1	-1	10007	10121	0	-1	-1	-1	0	1	0
110322	15	92	10047	10122	0	-1	-1	-1	0	1	0
110323	30	93	10087	10123	0	-1	-1	-1	0	1	0
110324	40	94	10127	10124	0	-1	-1	-1	0	1	0
110325	40	-1	-1	10325	0	-1	-1	-1	0	1	0
110326	50	-1	-1	10326	0	-1	-1	-1	0	1	0
110327	60	-1	-1	10327	0	-1	-1	-1	0	1	0
110341	1	-1	10008	10141	0	-1	-1	-1	0	1	0
110342	15	92	10048	10142	0	-1	-1	-1	0	1	0
110343	30	93	10088	10143	0	-1	-1	-1	0	1	0
110344	40	94	10128	10144	0	-1	-1	-1	0	1	0
110345	40	-1	-1	10345	0	-1	-1	-1	0	1	0
110346	50	-1	-1	10346	0	-1	-1	-1	0	1	0
110347	60	-1	-1	10347	0	-1	-1	-1	0	1	0
110361	1	-1	10009	10161	0	-1	-1	-1	0	1	0
110362	15	92	10049	10162	0	-1	-1	-1	0	1	0
110363	30	93	10089	10163	0	-1	-1	-1	0	1	0
110364	40	94	10129	10164	0	-1	-1	-1	0	1	0
110365	40	-1	-1	10365	0	-1	-1	-1	0	1	0
110366	50	-1	-1	10366	0	-1	-1	-1	0	1	0
110367	60	-1	-1	10367	0	-1	-1	-1	0	1	0
110381	1	-1	10010	10181	0	-1	-1	-1	0	1	0
110382	15	92	10050	10182	0	-1	-1	-1	0	1	0
110383	30	93	10090	10183	0	-1	-1	-1	0	1	0
110384	40	94	10130	10184	0	-1	-1	-1	0	1	0
110385	40	-1	-1	10385	0	-1	-1	-1	0	1	0
110386	50	-1	-1	10386	0	-1	-1	-1	0	1	0
110387	60	-1	-1	10387	0	-1	-1	-1	0	1	0
110401	1	-1	-1	10001	0	41	201	-1	0	1	0
110402	15	-1	-1	10002	0	42	202	-1	0	1	0
110403	30	-1	-1	10003	0	44	204	-1	0	1	0
110404	40	-1	-1	10004	0	47	207	-1	0	1	0
110405	50	-1	-1	10005	0	88	211	-1	0	1	0
110406	59	-1	-1	10006	0	92	215	-1	0	1	0
110407	70	-1	-1	10007	0	331	351	-1	0	1	0
110408	80	-1	-1	10008	0	92	215	-1	0	1	0
110421	1	-1	-1	10021	0	-1	-1	-1	0	1	0
110422	15	202	-1	10022	0	-1	-1	-1	0	1	0
110423	30	203	-1	10023	0	-1	-1	-1	0	1	0
110424	40	204	-1	10024	0	-1	-1	-1	0	1	0
110425	50	205	-1	10025	0	-1	-1	-1	0	1	0
110426	59	206	-1	10026	0	-1	-1	-1	0	1	0
110427	70	207	-1	10027	0	-1	-1	-1	0	1	0
110428	80	208	-1	10028	0	-1	-1	-1	0	1	0
110441	1	-1	-1	10041	0	4316	-1	-1	0	1	0
110442	15	202	-1	10042	0	-1	-1	-1	0	1	0
110443	30	203	-1	10043	0	-1	-1	-1	0	1	0
110444	40	204	-1	10044	0	-1	-1	-1	0	1	0
110445	50	205	-1	10045	0	-1	-1	-1	0	1	0
110446	59	206	-1	10046	0	-1	-1	-1	0	1	0
110447	70	207	-1	10047	0	-1	-1	-1	0	1	0
110448	80	208	-1	10048	0	-1	-1	-1	0	1	0
110461	1	-1	-1	10061	0	-1	-1	-1	0	1	0
110462	15	202	-1	10062	0	-1	-1	-1	0	1	0
110463	30	203	-1	10063	0	-1	-1	-1	0	1	0
110464	40	204	-1	10064	0	-1	-1	-1	0	1	0
110465	50	205	-1	10065	0	-1	-1	-1	0	1	0
110466	59	206	-1	10066	0	-1	-1	-1	0	1	0
110467	70	207	-1	10067	0	-1	-1	-1	0	1	0
110468	80	208	-1	10068	0	-1	-1	-1	0	1	0
110481	1	-1	-1	10081	0	-1	-1	-1	0	1	0
110482	15	202	-1	10082	0	-1	-1	-1	0	1	0
110483	30	203	-1	10083	0	-1	-1	-1	0	1	0
110484	40	204	-1	10084	0	-1	-1	-1	0	1	0
110485	50	205	-1	10085	0	-1	-1	-1	0	1	0
110486	59	206	-1	10086	0	-1	-1	-1	0	1	0
110487	70	207	-1	10087	0	-1	-1	-1	0	1	0
110488	80	208	-1	10088	0	-1	-1	-1	0	1	0
110501	1	-1	-1	10101	0	-1	-1	-1	0	1	0
110502	15	202	-1	10102	0	-1	-1	-1	0	1	0
110503	30	203	-1	10103	0	-1	-1	-1	0	1	0
110504	40	204	-1	10104	0	-1	-1	-1	0	1	0
110505	50	205	-1	10105	0	-1	-1	-1	0	1	0
110506	59	206	-1	10106	0	-1	-1	-1	0	1	0
110507	70	207	-1	10107	0	-1	-1	-1	0	1	0
110508	80	208	-1	10108	0	-1	-1	-1	0	1	0
110521	1	-1	10007	10121	0	-1	-1	-1	0	1	0
110522	15	172	10047	10122	0	-1	-1	-1	0	1	0
110523	30	173	10087	10123	0	-1	-1	-1	0	1	0
110524	40	174	10127	10124	0	-1	-1	-1	0	1	0
110525	40	-1	-1	10525	0	-1	-1	-1	0	1	0
110526	50	-1	-1	10526	0	-1	-1	-1	0	1	0
110527	60	-1	-1	10527	0	-1	-1	-1	0	1	0
110541	1	-1	10008	10141	0	-1	-1	-1	0	1	0
110542	15	172	10048	10142	0	-1	-1	-1	0	1	0
110543	30	173	10088	10143	0	-1	-1	-1	0	1	0
110544	40	174	10128	10144	0	-1	-1	-1	0	1	0
110545	40	-1	-1	10545	0	-1	-1	-1	0	1	0
110546	50	-1	-1	10546	0	-1	-1	-1	0	1	0
110547	60	-1	-1	10547	0	-1	-1	-1	0	1	0
110561	1	-1	10009	10161	0	-1	-1	-1	0	1	0
110562	15	172	10049	10162	0	-1	-1	-1	0	1	0
110563	30	173	10089	10163	0	-1	-1	-1	0	1	0
110564	40	174	10129	10164	0	-1	-1	-1	0	1	0
110565	40	-1	-1	10565	0	-1	-1	-1	0	1	0
110566	50	-1	-1	10566	0	-1	-1	-1	0	1	0
110567	60	-1	-1	10567	0	-1	-1	-1	0	1	0
110581	1	-1	10010	10181	0	-1	-1	-1	0	1	0
110582	15	172	10050	10182	0	-1	-1	-1	0	1	0
110583	30	173	10090	10183	0	-1	-1	-1	0	1	0
110584	40	174	10130	10184	0	-1	-1	-1	0	1	0
110585	40	-1	-1	10585	0	-1	-1	-1	0	1	0
110586	50	-1	-1	10586	0	-1	-1	-1	0	1	0
110587	60	-1	-1	10587	0	-1	-1	-1	0	1	0
110601	1	-1	-1	10001	0	-1	51	-1	0	1	0
110602	15	-1	-1	10002	0	-1	52	-1	0	1	0
110603	30	-1	-1	10003	0	-1	54	-1	0	1	0
110604	40	-1	-1	10004	0	-1	57	-1	0	1	0
110605	50	-1	-1	10005	0	-1	61	-1	0	1	0
110606	59	-1	-1	10006	0	-1	65	-1	0	1	0
110607	70	-1	-1	10007	0	-1	341	-1	0	1	0
110608	80	-1	-1	10008	0	-1	65	-1	0	1	0
110621	1	-1	-1	10021	0	-1	-1	-1	0	1	0
110622	15	302	-1	10022	0	-1	-1	-1	0	1	0
110623	30	303	-1	10023	0	-1	-1	-1	0	1	0
110624	40	304	-1	10024	0	-1	-1	-1	0	1	0
110625	50	305	-1	10025	0	-1	-1	-1	0	1	0
110626	59	306	-1	10026	0	-1	-1	-1	0	1	0
110627	70	307	-1	10027	0	-1	-1	-1	0	1	0
110628	80	308	-1	10028	0	-1	-1	-1	0	1	0
110641	1	-1	-1	10041	0	-1	-1	-1	0	1	0
110642	15	302	-1	10042	0	-1	-1	-1	0	1	0
110643	30	303	-1	10043	0	-1	-1	-1	0	1	0
110644	40	304	-1	10044	0	-1	-1	-1	0	1	0
110645	50	305	-1	10045	0	-1	-1	-1	0	1	0
110646	59	306	-1	10046	0	-1	-1	-1	0	1	0
110647	70	307	-1	10047	0	-1	-1	-1	0	1	0
110648	80	308	-1	10048	0	-1	-1	-1	0	1	0
110661	1	-1	-1	10061	0	-1	-1	-1	0	1	0
110662	15	302	-1	10062	0	-1	-1	-1	0	1	0
110663	30	303	-1	10063	0	-1	-1	-1	0	1	0
110664	40	304	-1	10064	0	-1	-1	-1	0	1	0
110665	50	305	-1	10065	0	-1	-1	-1	0	1	0
110666	59	306	-1	10066	0	-1	-1	-1	0	1	0
110667	70	307	-1	10067	0	-1	-1	-1	0	1	0
110668	80	308	-1	10068	0	-1	-1	-1	0	1	0
110681	1	-1	-1	10081	0	-1	-1	-1	0	1	0
110682	15	302	-1	10082	0	-1	-1	-1	0	1	0
110683	30	303	-1	10083	0	-1	-1	-1	0	1	0
110684	40	304	-1	10084	0	-1	-1	-1	0	1	0
110685	50	305	-1	10085	0	-1	-1	-1	0	1	0
110686	59	306	-1	10086	0	-1	-1	-1	0	1	0
110687	70	307	-1	10087	0	-1	-1	-1	0	1	0
110688	80	308	-1	10088	0	-1	-1	-1	0	1	0
110701	1	-1	-1	10101	0	-1	-1	-1	0	1	0
110702	15	302	-1	10102	0	-1	-1	-1	0	1	0
110703	30	303	-1	10103	0	-1	-1	-1	0	1	0
110704	40	304	-1	10104	0	-1	-1	-1	0	1	0
110705	50	305	-1	10105	0	-1	-1	-1	0	1	0
110706	59	306	-1	10106	0	-1	-1	-1	0	1	0
110707	70	307	-1	10107	0	-1	-1	-1	0	1	0
110708	80	308	-1	10108	0	-1	-1	-1	0	1	0
110721	1	-1	10007	10121	0	-1	-1	-1	0	1	0
110722	15	252	10047	10122	0	-1	-1	-1	0	1	0
110723	30	253	10087	10123	0	-1	-1	-1	0	1	0
110724	40	254	10127	10124	0	-1	-1	-1	0	1	0
110741	1	-1	10008	10141	0	-1	-1	-1	0	1	0
110742	15	252	10048	10142	0	-1	-1	-1	0	1	0
110743	30	253	10088	10143	0	-1	-1	-1	0	1	0
110744	40	254	10128	10144	0	-1	-1	-1	0	1	0
110761	1	-1	10009	10161	0	-1	-1	-1	0	1	0
110762	15	252	10049	10162	0	-1	-1	-1	0	1	0
110763	30	253	10089	10163	0	-1	-1	-1	0	1	0
110764	40	254	10129	10164	0	-1	-1	-1	0	1	0
110781	1	-1	10010	10181	0	-1	-1	-1	0	1	0
110782	15	252	10050	10182	0	-1	-1	-1	0	1	0
110783	30	253	10090	10183	0	-1	-1	-1	0	1	0
110784	40	254	10130	10184	0	-1	-1	-1	0	1	0
112001	1	-1	15001	12001	0	21	-1	-1	0	1	0
112002	15	-1	15001	12002	0	23	-1	-1	0	1	0
112003	30	-1	15001	12003	0	25	-1	-1	0	1	0
112004	40	-1	15001	12004	0	28	-1	-1	0	1	0
112005	50	-1	15001	12005	0	71	-1	-1	0	1	0
112006	59	-1	15001	12006	0	75	-1	-1	0	1	0
112007	70	-1	15001	12007	0	312	-1	-1	0	1	0
112008	80	-1	15001	12008	0	75	-1	-1	0	1	0
112021	1	-1	-1	12021	0	-1	-1	-1	0	1	0
112022	15	22	-1	12022	0	-1	-1	-1	0	1	0
112023	30	23	-1	12023	0	-1	-1	-1	0	1	0
112024	40	24	-1	12024	0	-1	-1	-1	0	1	0
112025	50	25	-1	12025	0	-1	-1	-1	0	1	0
112026	59	26	-1	12026	0	-1	-1	-1	0	1	0
112027	70	27	-1	12027	0	-1	-1	-1	0	1	0
112028	80	28	-1	12028	0	-1	-1	-1	0	1	0
112041	1	-1	-1	12041	0	-1	-1	-1	0	1	0
112042	15	22	-1	12042	0	-1	-1	-1	0	1	0
112043	30	23	-1	12043	0	-1	-1	-1	0	1	0
112044	40	24	-1	12044	0	-1	-1	-1	0	1	0
112045	50	25	-1	12045	0	-1	-1	-1	0	1	0
112046	59	26	-1	12046	0	-1	-1	-1	0	1	0
112047	70	27	-1	12047	0	-1	-1	-1	0	1	0
112048	80	28	-1	12048	0	-1	-1	-1	0	1	0
112061	1	-1	-1	12061	0	-1	-1	-1	0	1	0
112062	15	22	-1	12062	0	-1	-1	-1	0	1	0
112063	30	23	-1	12063	0	-1	-1	-1	0	1	0
112064	40	24	-1	12064	0	-1	-1	-1	0	1	0
112065	50	25	-1	12065	0	-1	-1	-1	0	1	0
112066	59	26	-1	12066	0	-1	-1	-1	0	1	0
112067	70	27	-1	12067	0	-1	-1	-1	0	1	0
112068	80	28	-1	12068	0	-1	-1	-1	0	1	0
112081	1	-1	-1	12081	0	-1	-1	-1	0	1	0
112082	15	22	-1	12082	0	-1	-1	-1	0	1	0
112083	30	23	-1	12083	0	-1	-1	-1	0	1	0
112084	40	24	-1	12084	0	-1	-1	-1	0	1	0
112085	50	25	-1	12085	0	-1	-1	-1	0	1	0
112086	59	26	-1	12086	0	-1	-1	-1	0	1	0
112087	70	27	-1	12087	0	-1	-1	-1	0	1	0
112088	80	28	-1	12088	0	-1	-1	-1	0	1	0
112101	1	-1	-1	12101	0	-1	-1	-1	0	1	0
112102	15	22	-1	12102	0	-1	-1	-1	0	1	0
112103	30	23	-1	12103	0	-1	-1	-1	0	1	0
112104	40	24	-1	12104	0	-1	-1	-1	0	1	0
112105	50	25	-1	12105	0	-1	-1	-1	0	1	0
112106	59	26	-1	12106	0	-1	-1	-1	0	1	0
112107	70	27	-1	12107	0	-1	-1	-1	0	1	0
112108	80	28	-1	12108	0	-1	-1	-1	0	1	0
112121	1	-1	10017	12121	0	-1	-1	-1	0	1	0
112122	20	32	10001	12122	0	-1	-1	-1	0	1	0
112123	30	33	10002	12123	0	-1	-1	-1	0	1	0
112124	40	34	10003	12124	0	-1	-1	-1	0	1	0
112125	50	35	10004	12125	0	-1	-1	-1	0	1	0
112126	60	36	10005	12126	0	-1	-1	-1	0	1	0
112141	1	-1	10018	12141	0	-1	-1	-1	0	1	0
112142	10	32	10006	12142	0	-1	-1	-1	0	1	0
112143	30	33	10007	12143	0	-1	-1	-1	0	1	0
112144	40	34	10008	12144	0	-1	-1	-1	0	1	0
112145	50	35	10009	12145	0	-1	-1	-1	0	1	0
112146	60	36	10010	12146	0	-1	-1	-1	0	1	0
112161	1	-1	10019	12161	0	-1	-1	-1	0	1	0
112162	10	32	10011	12162	0	-1	-1	-1	0	1	0
112163	30	33	10012	12163	0	-1	-1	-1	0	1	0
112164	40	34	10013	12164	0	-1	-1	-1	0	1	0
112165	50	35	10014	12165	0	-1	-1	-1	0	1	0
112166	60	36	10015	12166	0	-1	-1	-1	0	1	0
112181	1	-1	10020	12181	0	-1	-1	-1	0	1	0
112182	20	32	10016	12182	0	-1	-1	-1	0	1	0
112183	30	33	10017	12183	0	-1	-1	-1	0	1	0
112184	40	34	10018	12184	0	-1	-1	-1	0	1	0
112185	50	35	10019	12185	0	-1	-1	-1	0	1	0
112186	60	36	10020	12186	0	-1	-1	-1	0	1	0
112201	1	-1	15001	12001	0	31	31	-1	0	1	0
112202	15	-1	15001	12002	0	33	33	-1	0	1	0
112203	30	-1	15001	12003	0	35	35	-1	0	1	0
112204	40	-1	15001	12004	0	38	38	-1	0	1	0
112205	50	-1	15001	12005	0	80	80	-1	0	1	0
112206	59	-1	15001	12006	0	84	84	-1	0	1	0
112207	70	-1	15001	12007	0	322	322	-1	0	1	0
112208	80	-1	15001	12008	0	84	84	-1	0	1	0
112221	1	-1	-1	12021	0	-1	-1	-1	0	1	0
112222	15	122	-1	12022	0	-1	-1	-1	0	1	0
112223	30	123	-1	12023	0	-1	-1	-1	0	1	0
112224	40	124	-1	12024	0	-1	-1	-1	0	1	0
112225	50	125	-1	12025	0	-1	-1	-1	0	1	0
112226	59	126	-1	12026	0	-1	-1	-1	0	1	0
112227	70	127	-1	12027	0	-1	-1	-1	0	1	0
112228	80	128	-1	12028	0	-1	-1	-1	0	1	0
112241	1	-1	-1	12041	0	-1	-1	-1	0	1	0
112242	15	122	-1	12042	0	-1	-1	-1	0	1	0
112243	30	123	-1	12043	0	-1	-1	-1	0	1	0
112244	40	124	-1	12044	0	-1	-1	-1	0	1	0
112245	50	125	-1	12045	0	-1	-1	-1	0	1	0
112246	59	126	-1	12046	0	-1	-1	-1	0	1	0
112247	70	127	-1	12047	0	-1	-1	-1	0	1	0
112248	80	128	-1	12048	0	-1	-1	-1	0	1	0
112261	1	-1	-1	12061	0	-1	-1	-1	0	1	0
112262	15	122	-1	12062	0	-1	-1	-1	0	1	0
112263	30	123	-1	12063	0	-1	-1	-1	0	1	0
112264	40	124	-1	12064	0	-1	-1	-1	0	1	0
112265	50	125	-1	12065	0	-1	-1	-1	0	1	0
112266	59	126	-1	12066	0	-1	-1	-1	0	1	0
112267	70	127	-1	12067	0	-1	-1	-1	0	1	0
112268	80	128	-1	12068	0	-1	-1	-1	0	1	0
112281	1	-1	-1	12081	0	-1	-1	-1	0	1	0
112282	15	122	-1	12082	0	-1	-1	-1	0	1	0
112283	30	123	-1	12083	0	-1	-1	-1	0	1	0
112284	40	124	-1	12084	0	-1	-1	-1	0	1	0
112285	50	125	-1	12085	0	-1	-1	-1	0	1	0
112286	59	126	-1	12086	0	-1	-1	-1	0	1	0
112287	70	127	-1	12087	0	-1	-1	-1	0	1	0
112288	80	128	-1	12088	0	-1	-1	-1	0	1	0
112301	1	-1	-1	12101	0	-1	-1	-1	0	1	0
112302	15	122	-1	12102	0	-1	-1	-1	0	1	0
112303	30	123	-1	12103	0	-1	-1	-1	0	1	0
112304	40	124	-1	12104	0	-1	-1	-1	0	1	0
112305	50	125	-1	12105	0	-1	-1	-1	0	1	0
112306	59	126	-1	12106	0	-1	-1	-1	0	1	0
112307	70	127	-1	12107	0	-1	-1	-1	0	1	0
112308	80	128	-1	12108	0	-1	-1	-1	0	1	0
112321	1	-1	10017	12121	0	-1	-1	-1	0	1	0
112322	15	112	10057	12122	0	-1	-1	-1	0	1	0
112323	30	113	10097	12123	0	-1	-1	-1	0	1	0
112324	40	114	10137	12124	0	-1	-1	-1	0	1	0
112341	1	-1	10018	12141	0	-1	-1	-1	0	1	0
112342	15	112	10058	12142	0	-1	-1	-1	0	1	0
112343	30	113	10098	12143	0	-1	-1	-1	0	1	0
112344	40	114	10138	12144	0	-1	-1	-1	0	1	0
112361	1	-1	10019	12161	0	-1	-1	-1	0	1	0
112362	15	112	10059	12162	0	-1	-1	-1	0	1	0
112363	30	113	10099	12163	0	-1	-1	-1	0	1	0
112364	40	114	10139	12164	0	-1	-1	-1	0	1	0
112381	1	-1	10020	12181	0	-1	-1	-1	0	1	0
112382	15	112	10060	12182	0	-1	-1	-1	0	1	0
112383	30	113	10100	12183	0	-1	-1	-1	0	1	0
112384	40	114	10140	12184	0	-1	-1	-1	0	1	0
112401	1	-1	15001	12001	0	41	201	-1	0	1	0
112402	15	-1	15001	12002	0	43	203	-1	0	1	0
112403	30	-1	15001	12003	0	45	205	-1	0	1	0
112404	40	-1	15001	12004	0	48	208	-1	0	1	0
112405	50	-1	15001	12005	0	89	212	-1	0	1	0
112406	59	-1	15001	12006	0	93	216	-1	0	1	0
112407	70	-1	15001	12007	0	332	352	-1	0	1	0
112408	80	-1	15001	12008	0	93	216	-1	0	1	0
112421	1	-1	-1	12021	0	-1	-1	-1	0	1	0
112422	15	222	-1	12022	0	-1	-1	-1	0	1	0
112423	30	223	-1	12023	0	-1	-1	-1	0	1	0
112424	40	224	-1	12024	0	-1	-1	-1	0	1	0
112425	50	225	-1	12025	0	-1	-1	-1	0	1	0
112426	59	226	-1	12026	0	-1	-1	-1	0	1	0
112427	70	227	-1	12027	0	-1	-1	-1	0	1	0
112428	80	228	-1	12028	0	-1	-1	-1	0	1	0
112441	1	-1	-1	12041	0	-1	-1	-1	0	1	0
112442	15	222	-1	12042	0	-1	-1	-1	0	1	0
112443	30	223	-1	12043	0	-1	-1	-1	0	1	0
112444	40	224	-1	12044	0	-1	-1	-1	0	1	0
112445	50	225	-1	12045	0	-1	-1	-1	0	1	0
112446	59	226	-1	12046	0	-1	-1	-1	0	1	0
112447	70	227	-1	12047	0	-1	-1	-1	0	1	0
112448	80	228	-1	12048	0	-1	-1	-1	0	1	0
112461	1	-1	-1	12061	0	-1	-1	-1	0	1	0
112462	15	222	-1	12062	0	-1	-1	-1	0	1	0
112463	30	223	-1	12063	0	-1	-1	-1	0	1	0
112464	40	224	-1	12064	0	-1	-1	-1	0	1	0
112465	50	225	-1	12065	0	-1	-1	-1	0	1	0
112466	59	226	-1	12066	0	-1	-1	-1	0	1	0
112467	70	227	-1	12067	0	-1	-1	-1	0	1	0
112468	80	228	-1	12068	0	-1	-1	-1	0	1	0
112481	1	-1	-1	12081	0	-1	-1	-1	0	1	0
112482	15	222	-1	12082	0	-1	-1	-1	0	1	0
112483	30	223	-1	12083	0	-1	-1	-1	0	1	0
112484	40	224	-1	12084	0	-1	-1	-1	0	1	0
