ParamID	id	name	AValue	remark	type	defaultvalue	max	min	flag	MySqlFlag
57	9	cost2	0		uint32	0	2147483647	0	41	0
57	10	typeid3	0		int32	-1	2147483647	-2147483648	41	0
57	11	cost3	0		uint32	0	2147483647	0	41	0
57	12	typeid4	0		int32	-1	2147483647	-2147483648	41	0
57	13	cost4	0		uint32	0	2147483647	0	41	0
57	14	typeid5	0		int32	-1	2147483647	-2147483648	41	0
57	15	cost5	0		uint32	0	2147483647	0	41	0
57	16	typeid6	0		int32	-1	2147483647	-2147483648	41	0
57	17	cost6	0		uint32	0	2147483647	0	41	0
57	18	typeid7	0		int32	-1	2147483647	-2147483648	41	0
57	19	cost7	0		uint32	0	2147483647	0	41	0
57	20	typeid8	0		int32	-1	2147483647	-2147483648	41	0
57	21	cost8	0		uint32	0	2147483647	0	41	0
57	22	typeid9	0		int32	-1	2147483647	-2147483648	41	0
57	23	cost9	0		uint32	0	2147483647	0	41	0
57	24	typeid10	0		int32	-1	2147483647	-2147483648	41	0
57	25	cost10	0		uint32	0	2147483647	0	41	0
57	26	typeid11	0		int32	-1	2147483647	-2147483648	41	0
57	27	cost11	0		uint32	0	2147483647	0	41	0
57	28	typeid12	0		int32	-1	2147483647	-2147483648	41	0
57	29	cost12	0		uint32	0	2147483647	0	41	0
57	30	typeid13	0		int32	-1	2147483647	-2147483648	41	0
57	31	cost13	0		uint32	0	2147483647	0	41	0
57	32	typeid14	0		int32	-1	2147483647	-2147483648	41	0
57	33	cost14	0		uint32	0	2147483647	0	41	0
57	34	typeid15	0		int32	-1	2147483647	-2147483648	41	0
57	35	cost15	0		uint32	0	2147483647	0	41	0
57	36	typeid16	0		int32	-1	2147483647	-2147483648	41	0
57	37	cost16	0		uint32	0	2147483647	0	41	0
57	38	typeid17	0		int32	-1	2147483647	-2147483648	41	0
57	39	cost17	0		uint32	0	2147483647	0	41	0
57	40	typeid18	0		int32	-1	2147483647	-2147483648	41	0
57	41	cost18	0		uint32	0	2147483647	0	41	0
57	42	typeid19	0		int32	-1	2147483647	-2147483648	41	0
57	43	cost19	0		uint32	0	2147483647	0	41	0
57	44	statecd	0		uint32	0	2147483647	-2147483648	41	0
58	0	shopid	0		int32	-1	2147483647	-2147483648	41	0
58	1	shopbarid	0		int32	-1	2147483647	-2147483648	41	0
58	2	barstate	0		int32	0	2147483647	-2147483648	41	0
58	3	itemcount	0		int32	0	2147483647	-2147483648	41	0
58	4	typeid0	0		int32	-1	2147483647	-2147483648	41	0
58	5	count0	0		int32	0	2147483647	-2147483648	41	0
58	6	maxcount0	0		int32	0	2147483647	-2147483648	41	0
58	7	cost0	0		uint32	0	2147483647	0	41	0
58	8	typeid1	0		int32	-1	2147483647	-2147483648	41	0
58	9	count1	0		int32	0	2147483647	-2147483648	41	0
58	10	maxcount1	0		int32	0	2147483647	-2147483648	41	0
58	11	cost1	0		uint32	0	2147483647	0	41	0
58	12	typeid2	0		int32	-1	2147483647	-2147483648	41	0
58	13	count2	0		int32	0	2147483647	-2147483648	41	0
58	14	maxcount2	0		int32	0	2147483647	-2147483648	41	0
58	15	cost2	0		uint32	0	2147483647	0	41	0
58	16	typeid3	0		int32	-1	2147483647	-2147483648	41	0
58	17	count3	0		int32	0	2147483647	-2147483648	41	0
58	18	maxcount3	0		int32	0	2147483647	-2147483648	41	0
58	19	cost3	0		uint32	0	2147483647	0	41	0
58	20	typeid4	0		int32	-1	2147483647	-2147483648	41	0
58	21	count4	0		int32	0	2147483647	-2147483648	41	0
58	22	maxcount4	0		int32	0	2147483647	-2147483648	41	0
58	23	cost4	0		uint32	0	2147483647	0	41	0
58	24	typeid5	0		int32	-1	2147483647	-2147483648	41	0
58	25	count5	0		int32	0	2147483647	-2147483648	41	0
58	26	maxcount5	0		int32	0	2147483647	-2147483648	41	0
58	27	cost5	0		uint32	0	2147483647	0	41	0
58	28	typeid6	0		int32	-1	2147483647	-2147483648	41	0
58	29	count6	0		int32	0	2147483647	-2147483648	41	0
58	30	maxcount6	0		int32	0	2147483647	-2147483648	41	0
58	31	cost6	0		uint32	0	2147483647	0	41	0
58	32	typeid7	0		int32	-1	2147483647	-2147483648	41	0
58	33	count7	0		int32	0	2147483647	-2147483648	41	0
58	34	maxcount7	0		int32	0	2147483647	-2147483648	41	0
58	35	cost7	0		uint32	0	2147483647	0	41	0
58	36	typeid8	0		int32	-1	2147483647	-2147483648	41	0
58	37	count8	0		int32	0	2147483647	-2147483648	41	0
58	38	maxcount8	0		int32	0	2147483647	-2147483648	41	0
58	39	cost8	0		uint32	0	2147483647	0	41	0
58	40	typeid9	0		int32	-1	2147483647	-2147483648	41	0
58	41	count9	0		int32	0	2147483647	-2147483648	41	0
58	42	maxcount9	0		int32	0	2147483647	-2147483648	41	0
58	43	cost9	0		uint32	0	2147483647	0	41	0
58	44	typeid10	0		int32	-1	2147483647	-2147483648	41	0
58	45	count10	0		int32	0	2147483647	-2147483648	41	0
58	46	maxcount10	0		int32	0	2147483647	-2147483648	41	0
58	47	cost10	0		uint32	0	2147483647	0	41	0
58	48	typeid11	0		int32	-1	2147483647	-2147483648	41	0
58	49	count11	0		int32	0	2147483647	-2147483648	41	0
58	50	maxcount11	0		int32	0	2147483647	-2147483648	41	0
58	51	cost11	0		uint32	0	2147483647	0	41	0
58	52	typeid12	0		int32	-1	2147483647	-2147483648	41	0
58	53	count12	0		int32	0	2147483647	-2147483648	41	0
58	54	maxcount12	0		int32	0	2147483647	-2147483648	41	0
58	55	cost12	0		uint32	0	2147483647	0	41	0
58	56	typeid13	0		int32	-1	2147483647	-2147483648	41	0
58	57	count13	0		int32	0	2147483647	-2147483648	41	0
58	58	maxcount13	0		int32	0	2147483647	-2147483648	41	0
58	59	cost13	0		uint32	0	2147483647	0	41	0
58	60	typeid14	0		int32	-1	2147483647	-2147483648	41	0
58	61	count14	0		int32	0	2147483647	-2147483648	41	0
58	62	maxcount14	0		int32	0	2147483647	-2147483648	41	0
58	63	cost14	0		uint32	0	2147483647	0	41	0
58	64	typeid15	0		int32	-1	2147483647	-2147483648	41	0
58	65	count15	0		int32	0	2147483647	-2147483648	41	0
58	66	maxcount15	0		int32	0	2147483647	-2147483648	41	0
58	67	cost15	0		uint32	0	2147483647	0	41	0
58	68	typeid16	0		int32	-1	2147483647	-2147483648	41	0
58	69	count16	0		int32	0	2147483647	-2147483648	41	0
58	70	maxcount16	0		int32	0	2147483647	-2147483648	41	0
58	71	cost16	0		uint32	0	2147483647	0	41	0
58	72	typeid17	0		int32	-1	2147483647	-2147483648	41	0
58	73	count17	0		int32	0	2147483647	-2147483648	41	0
58	74	maxcount17	0		int32	0	2147483647	-2147483648	41	0
58	75	cost17	0		uint32	0	2147483647	0	41	0
58	76	typeid18	0		int32	-1	2147483647	-2147483648	41	0
58	77	count18	0		int32	0	2147483647	-2147483648	41	0
58	78	maxcount18	0		int32	0	2147483647	-2147483648	41	0
58	79	cost18	0		uint32	0	2147483647	0	41	0
58	80	typeid19	0		int32	-1	2147483647	-2147483648	41	0
58	81	count19	0		int32	0	2147483647	-2147483648	41	0
58	82	maxcount19	0		int32	0	2147483647	-2147483648	41	0
58	83	cost19	0		uint32	0	2147483647	0	41	0
58	84	statecd	0		uint32	0	2147483647	-2147483648	41	0
60	1	ServerID	0		int32	0	2147483647	0	1	0
60	2	ClientCnt	0		int32	0	2147483647	0	1	0
61	1	ServerID	0		int32	0	2147483647	0	1	0
61	2	SceneLoadValue	0		int32	0	2147483647	0	1	0
63	0	titleid	0		int32		65535	0	41	0
63	1	titlestr	0		Char32		2147483647	0	41	0
63	3	guidhigh	0		int64		9223372036854775807	-9223372036854775808	41	0
63	4	guidlow	0		int64		9223372036854775807	-9223372036854775808	41	0
64	0	guildid	0	帮派ID	int64				33	0
64	1	npcid	0	帮派NPCID	int32				49	0
64	2	npcdataid	0	帮派NPC Data ID	int32				49	0
64	3	npclevel	0	帮派NPC等级	int32				49	0
64	4	posinfo	0	位置信息	int32			0	49	0
64	5	posx	0	坐标X	f32				33	0
64	6	posy	0	坐标Y	f32				33	0
64	7	rotz	0	朝向,需要诚意90	int8				33	0
64	8	buildtime	0	建造时间	uint32			0	49	0
64	9	instorage	0	存在仓库	int8				33	0
65	0	level	0	等级	int32	0	2147483647	0	41	0
65	1	vocation	0	职业	int8		255	0	41	0
65	2	lasttimes	0	上次刷新的时间	int32	0	2147483647	0	41	0
65	3	dayreword	0	日常领奖标记	int32	0	2147483647	0	41	0
65	4	wintimes	0	单人胜利次数	int32	0	2147483647	0	41	0
65	5	losetimes	0	单人失败次数	int32	0	2147483647	0	41	0
65	6	drawtimes	0	单人平局次数	int32	0	2147483647	0	41	0
65	7	ladderscore	0	单人分数	int32	0	2147483647	0	41	0
65	8	daygametimes	0	单人日常参与次数	int32	0	2147483647	0	41	0
65	9	daywintimes	0	单人日常胜利次数	int32	0	2147483647	0	41	0
65	10	daycombowin	0	单人日常连胜次数	int32	0	2147483647	0	41	0
65	11	daycombowintmp	0	单人日常连胜次数临时值	int32	0	2147483647	0	41	0
65	12	wintimes3	0	当天单人天梯次数	int32	0	2147483647	0	41	0
65	13	losetimes3	0	当天多人天梯次数	int32	0	2147483647	0	41	0
65	14	drawtimes3	0	连胜场次	int32	0	2147483647	0	41	0
65	15	ladderscore3	0	单人天梯平局场次	int32	0	2147483647	0	41	0
65	16	daygametimes3	0	多人胜场	int32	0	2147483647	0	41	0
65	17	daywintimes3	0	多人平局	int32	0	2147483647	0	41	0
65	18	daycombowin3	0	多人天梯积分	int32	0	2147483647	0	41	0
65	19	daycombowintmp3	0	多人负场	int32	0	2147483647	0	41	0
65	20	wintimes5	0	赛季id	int32	0	2147483647	0	41	0
65	21	losetimes5	0	定级赛次数	int32	0	2147483647	0	41	0
65	22	drawtimes5	0	上赛季天梯分	int32	0	2147483647	0	41	0
65	23	ladderscore5	0	定级赛获胜次数	int32	0	2147483647	0	41	0
65	24	daygametimes5	0	上赛季id	int32	0	2147483647	0	41	0
65	25	daywintimes5	0	领奖赛季id	int32	0	2147483647	0	41	0
65	26	daycombowin5	0	领奖赛季id	int32	0	2147483647	0	41	0
65	27	daycombowintmp5	0	领奖赛季id	int32	0	2147483647	0	41	0
65	28	seasonid	0		int32	0	2147483647	0	41	0
65	29	lastseasonid	0		int32	0	2147483647	0	41	0
65	30	rewardseasonid	0		int32	0	2147483647	0	41	0
65	31	lastseasonladder	0	上赛季1v1天梯分	int32	0	2147483647	0	41	0
65	32	lastseasonladderscore3	0	上赛季3v3天梯分	int32	0	2147483647	0	41	0
65	33	lastseasonladderscore5	0	上赛季5v5天梯分	int32	0	2147483647	0	41	0
65	34	title	0	名称	Char64		255	0	41	0
65	35	ladder2v2lv	0	2V2等级	int32	0	2147483647	0	41	0
65	36	ladder3v3lv	0	3V3等级	int32	0	2147483647	0	41	0
65	37	ladder5v5lv	0	3V3等级	int32	0	2147483647	0	41	0
65	38	guidhigh	0		int64		9223372036854775807	-9223372036854775807	41	0
65	39	guidlow	0		int64		9223372036854775807	-9223372036854775807	41	0
65	40	totalladderscore	0	总天梯分	int32	0	2147483647	0	41	0
65	41	lasttotalladderscore	0	上赛季总天梯分	int32	0	2147483647	0	41	0
66	0	guildid	0	帮派ID	int64				17	0
66	1	applicant	0	申请者DID	int64				17	0
66	2	name	0	申请者名称	Char32				17	0
66	3	vocation	0	申请者职业	uint8		255	0	17	0
66	4	level	0	申请者等级	uint8		255	0	17	0
66	5	applytime	0	剩余时间	uint32				17	0
66	6	viplevel	0	vip等级	uint8		255	0	17	0
67	0	guidhigh	0	guidhigh	int64		9223372036854775807	-9223372036854775808	97	0
67	1	guidlow	0	guidlow	int64		9223372036854775807	-9223372036854775808	97	0
67	2	avatardid	0	avatardid	int64		9223372036854775807	-9223372036854775808	49	0
67	3	shopid	0	shopid	int32		2147483647	-1	113	0
67	4	shopname	0	shopname	Char64				49	0
67	5	ownername	0	ownername	Char64				49	0
67	6	shoptype	0	店铺类型	int16				49	0
67	7	validbarcount	0	营业中柜台数量	int8		127	-128	49	0
67	8	tbarcount	0	已开启柜台数量	int8		127	-128	49	0
67	9	bartypebits	0	柜台类型(出售、收购)	int32				49	0
67	10	barstatebits	0	柜台类型(营业、打烊)	int32				49	0
67	11	shopasset	0	店铺资金	int32				49	0
67	12	shopboard	0	店铺牌匾	int32				49	0
67	13	shopstate	0	店铺状态(营业、盘出、冻结)	int8		127	-128	49	0
67	14	baseasset	0	基础运营费用	int32				49	0
67	15	shopopex	0	shopopex	int32				49	0
67	16	lastpaytime	0	上次缴费时间	int32				49	0
67	17	createtime	0	店铺创建时间	int32				49	0
67	18	shopanno	0	店铺信息	Char128				49	0
67	19	modifyratime	0	上次修改运营费用时间	int32				49	0
68	0	slotid	0		int32		65535	0	41	0
68	1	slotlevel	0		int32	0	65535	0	41	0
68	2	orbdataid	0		int32		2147483647	-1	41	0
68	3	guidhigh	0		int64		9223372036854775807	-9223372036854775808	41	0
68	4	guidlow	0		int64		9223372036854775807	-9223372036854775808	41	0
69	0	allianceid	0	同盟ID	int64				17	0
69	1	guildid	0	帮会ID	int64				1	0
69	2	guildtitle	0	帮会名称	Char64				17	0
69	3	guildflag	0	帮会状态	uint32				17	0
69	4	guildlevel	0	帮会等级	int32				17	0
70	0	wartime	0	战场时间	uint32				17	0
70	1	guildid_1	0	帮会ID1	int64				17	0
70	2	guildid_2	0	帮会ID2	int64				17	0
70	3	guildtitle_1	0	帮会名称1	Char64				17	0
70	4	guildtitle_2	0	帮会名称2	Char64				17	0
70	5	guildscore_1	0	帮会得分1	int32				17	0
70	6	guildscore_2	0	帮会得分2	int32				17	0
70	7	guildtroops_1	0	帮会兵力1	int32				17	0
70	8	guildtroops_2	0	帮会兵力2	int32				17	0
70	9	guildappointcd_1	0	帮会任命CD1	uint32				17	0
70	10	guildappointcd_2	0	帮会任命CD2	uint32				17	0
70	11	guildadvskillnum_1	0	帮会高级锦囊1	int32				17	0
70	12	guildadvskillnum_2	0	帮会高级锦囊2	int32				17	0
70	13	guildadvskillcd_1	0	帮会高级锦囊CD1	uint32				17	0
70	14	guildadvskillcd_2	0	帮会高级锦囊CD2	uint32				17	0
70	15	guildskillnum_1	0	帮会普通锦囊CD1	int32				17	0
70	16	guildskillnum_2	0	帮会普通锦囊CD2	int32				17	0
70	17	guildskillcd_1	0	帮会普通锦囊CD1	uint32				17	0
70	18	guildskillcd_2	0	帮会普通锦囊CD2	uint32				17	0
70	19	guildnum_1	0	帮会参加人数1	int32				17	0
70	20	guildnum_2	0	帮会参加人数2	int32				17	0
71	0	playerdid	0	统计类型	int64				17	0
71	1	playerguild	0	角色帮会	int64				17	0
71	2	playertitle	0	角色名称	Char64				17	0
71	3	killcount	0	击杀数	int32				17	0
71	4	deadcount	0	被杀数	int32				17	0
71	5	monstercount	0	杀怪数	int32				17	0
71	6	flagcount	0	开旗数	int32				17	0
72	0	guildid	0	帮派id	int64	0			49	0
72	1	score	0	积分	int32	0			49	0
72	2	rankindex	0	排名	int32	0			49	0
72	3	winnum	0	胜利场数	int32	0			49	0
72	4	lossnum	0	败场数	int32	0			49	0
72	5	joinnum	0	参加数	int32	0			49	0
72	6	session	0	第几届	int32	0			49	0
72	7	mathing	0	匹配	int32	0			49	0
72	8	starcrafttype	0	争霸赛类型	int32	0			49	0
72	9	signuptime	0	报名时间	uint32	0			49	0
73	0	round	0	轮数	int32	0			49	0
73	1	session	0	届	int32	0			49	0
73	2	reward	0	是否发奖	int32	0			49	0
73	3	dbkey	0	存储时使用	int8	0			49	0
74	0	round	0	轮数	int32	0			49	0
74	1	id1	0	帮派ID1	int64	0			49	0
74	2	id2	0	帮派ID2	int64	0			49	0
74	3	warresult1	0	结果1	int32	0			49	0
74	4	warresult2	0	结果2	int32	0			49	0
74	5	title1	0	名称1	Char64	0			49	0
74	6	title2	0	名称2	Char64	0			49	0
75	0	session	0	届	int32	0			49	0
75	1	starcrafttype	0	联赛类型	int32	0			49	0
75	2	title	0	帮派名称	Char64	0			49	0
75	3	score	0	积分	int32	0			49	0
75	4	rankindex	0	排序	int32	0			49	0
76	0	guildid_1	0	帮派ID	int64	0			17	0
76	1	guildid_2	0	帮派ID	int64	0			17	0
76	2	guildpointall_1	0	总分数	int32	0			17	0
76	3	guildpointall_2	0	总分数	int32	0			17	0
76	4	guildpoint_1	0	当前分数	int32	0			17	0
76	5	guildpoint_2	0	当前分数	int32	0			17	0
77	0	guidhigh	0		int64	0	9223372036854775807	-9223372036854775808	16777321	0
77	1	guidlow	0		int64	0	9223372036854775807	-9223372036854775808	16777321	0
77	2	slotid	0		int16	-1	32767	-1	16777257	0
77	3	active	0		int8	0	1	0	16777257	0
77	4	ownerid	0		int64	0	9223372036854775807	-9223372036854775808	16777257	0
77	5	curexp	0		int64	0	9223372036854775807	0	16777257	0
77	6	level	0		uint8	0	255	0	16777257	0
77	7	quality	0		int32	0	9223372036854775807	0	16777257	0
77	8	partnerid	0		int32	0	9223372036854775807	0	16777257	0
78	0	avatarid	0		int32	0			17	0
78	1	threatvalue	0		int32	0			17	0
78	2	threatstate	0		int32	0			17	0
79	0	guidhigh	0		int64		9223372036854775807	-9223372036854775808	97	0
79	1	guidlow	0		int64		9223372036854775807	-9223372036854775808	97	0
79	2	refineid	0		int32				41	0
79	3	refinelevel	0	等级	int32			0	41	0
79	4	refinelucky	0	幸运值	int32			0	41	0
81	0	guidhigh	0		int64		9223372036854775807	-9223372036854775808	97	0
81	1	guidlow	0		int64		9223372036854775807	-9223372036854775808	97	0
81	3	count	0	抽取次数	int32	0			33	0
81	4	woncount	0	抽中次数	int32	0			33	0
81	5	createtime	0	创建时间	uint32	0			33	0
